Mo, 06 Jul 2020 12:42:36 +0000  fade_in 1 3 None None
Mo, 06 Jul 2020 13:01:02 +0000  QA_rec 1 3 1 3
Mo, 06 Jul 2020 13:01:22 +0000  QA_rec 0 3 1 3
Mo, 06 Jul 2020 13:01:22 +0000  Run-3, Block-1, Trial-3, Q_cnt-178, Q_sen-Ich kann mich noch gut an meinen ersten Schultag erinnern., Q_cen-erinnern
Mo, 06 Jul 2020 13:01:23 +0000  QA_rec 1 3 1 4
Mo, 06 Jul 2020 13:01:43 +0000  QA_rec 0 3 1 4
Mo, 06 Jul 2020 13:01:43 +0000  Run-3, Block-1, Trial-4, Q_cnt-179, Q_sen-Ich kann dir gerne mein Fahrrad leihen, wenn du möchtest., Q_cen-leihen
Mo, 06 Jul 2020 13:01:44 +0000  QA_rec 1 3 1 5
Mo, 06 Jul 2020 13:02:04 +0000  QA_rec 0 3 1 5
Mo, 06 Jul 2020 13:02:04 +0000  Run-3, Block-1, Trial-5, Q_cnt-180, Q_sen-Jeder Topf kommt mit seinen Deckel beim Einkaufen., Q_cen-kommt
Mo, 06 Jul 2020 13:02:05 +0000  QA_rec 1 3 1 6
Mo, 06 Jul 2020 13:02:25 +0000  QA_rec 0 3 1 6
Mo, 06 Jul 2020 13:02:25 +0000  Run-3, Block-1, Trial-6, Q_cnt-181, Q_sen-Er bekam eine neue Mutter, als sein Vater wieder heiratete., Q_cen-heiratete
Mo, 06 Jul 2020 13:02:26 +0000  QA_rec 1 3 1 7
Mo, 06 Jul 2020 13:02:46 +0000  QA_rec 0 3 1 7
Mo, 06 Jul 2020 13:02:46 +0000  Run-3, Block-1, Trial-7, Q_cnt-182, Q_sen-Ich habe eine verletzte Hand, kannst du bitte die Knöpfe meiner Jacke öffnen?, Q_cen-öffnen
Mo, 06 Jul 2020 13:02:47 +0000  QA_rec 1 3 1 8
Mo, 06 Jul 2020 13:03:07 +0000  QA_rec 0 3 1 8
Mo, 06 Jul 2020 13:03:07 +0000  Run-3, Block-1, Trial-8, Q_cnt-183, Q_sen-Im Herbst verfärben sich die Blätter gelb und fallen auf den Boden., Q_cen-fallen
Mo, 06 Jul 2020 13:03:08 +0000  QA_rec 1 3 1 9
Mo, 06 Jul 2020 13:03:29 +0000  QA_rec 0 3 1 9
Mo, 06 Jul 2020 13:03:29 +0000  Run-3, Block-1, Trial-9, Q_cnt-184, Q_sen-Marie mag lieber Sport., Q_cen-mag
Mo, 06 Jul 2020 13:03:30 +0000  QA_rec 1 3 1 10
Mo, 06 Jul 2020 13:03:50 +0000  QA_rec 0 3 1 10
Mo, 06 Jul 2020 13:03:50 +0000  Run-3, Block-1, Trial-10, Q_cnt-185, Q_sen-An der Tankstelle kann man Benzin in den Tank füllen., Q_cen-füllen
Mo, 06 Jul 2020 13:03:51 +0000  QA_rec 1 3 1 11
Mo, 06 Jul 2020 13:04:11 +0000  QA_rec 0 3 1 11
Mo, 06 Jul 2020 13:04:11 +0000  Run-3, Block-1, Trial-11, Q_cnt-186, Q_sen-Entweder hat mir jemand die Geldtasche gestohlen oder ich habe sie verloren., Q_cen-verloren
Mo, 06 Jul 2020 13:04:12 +0000  QA_rec 1 3 1 12
Mo, 06 Jul 2020 13:04:32 +0000  QA_rec 0 3 1 12
Mo, 06 Jul 2020 13:04:32 +0000  Run-3, Block-1, Trial-12, Q_cnt-187, Q_sen-Das Zimmer kostet ein Hundert Euro pro Nacht., Q_cen-kostet
Mo, 06 Jul 2020 13:04:33 +0000  QA_rec 1 3 1 13
Mo, 06 Jul 2020 13:04:53 +0000  QA_rec 0 3 1 13
Mo, 06 Jul 2020 13:04:53 +0000  Run-3, Block-1, Trial-13, Q_cnt-188, Q_sen-Wenn wir ein Auto mieten möchten, müssen wir Führerschein vorlegen und die Kaution bezahlen., Q_cen-mieten
Mo, 06 Jul 2020 13:04:54 +0000  QA_rec 1 3 1 14
Mo, 06 Jul 2020 13:05:14 +0000  QA_rec 0 3 1 14
Mo, 06 Jul 2020 13:05:14 +0000  Run-3, Block-1, Trial-14, Q_cnt-189, Q_sen-Das Buch war witzig, ich habe stundenlang gelacht., Q_cen-gelacht
Mo, 06 Jul 2020 13:05:15 +0000  QA_rec 1 3 1 15
Mo, 06 Jul 2020 13:05:35 +0000  QA_rec 0 3 1 15
Mo, 06 Jul 2020 13:05:35 +0000  Run-3, Block-1, Trial-15, Q_cnt-190, Q_sen-Als ein vertrauenswürdiger Mann hält Sam immer sein Versprechen., Q_cen-hält
Mo, 06 Jul 2020 13:05:36 +0000  QA_rec 1 3 1 16
Mo, 06 Jul 2020 13:05:56 +0000  QA_rec 0 3 1 16
Mo, 06 Jul 2020 13:05:56 +0000  Run-3, Block-1, Trial-16, Q_cnt-191, Q_sen-Bitte zieh deinen Mantel an, es ist kalt draußen., Q_cen-zieh
Mo, 06 Jul 2020 13:05:57 +0000  QA_rec 1 3 1 17
Mo, 06 Jul 2020 13:06:17 +0000  QA_rec 0 3 1 17
Mo, 06 Jul 2020 13:06:17 +0000  Run-3, Block-1, Trial-17, Q_cnt-192, Q_sen-Wir haben während des Urlaubs ein gemütliches Zimmer in Meeresnähe gemietet., Q_cen-gemietet
Mo, 06 Jul 2020 13:06:18 +0000  QA_rec 1 3 1 18
Mo, 06 Jul 2020 13:06:38 +0000  QA_rec 0 3 1 18
Mo, 06 Jul 2020 13:06:38 +0000  Run-3, Block-1, Trial-18, Q_cnt-193, Q_sen-Singapore liegt in Südostasien., Q_cen-liegt
Mo, 06 Jul 2020 13:06:39 +0000  QA_rec 1 3 1 19
Mo, 06 Jul 2020 13:06:59 +0000  QA_rec 0 3 1 19
Mo, 06 Jul 2020 13:06:59 +0000  Run-3, Block-1, Trial-19, Q_cnt-194, Q_sen-Es ist zu windig, können Sie bitte das Fenster schließen., Q_cen-schließen
Mo, 06 Jul 2020 13:07:00 +0000  QA_rec 1 3 1 20
Mo, 06 Jul 2020 13:07:20 +0000  QA_rec 0 3 1 20
Mo, 06 Jul 2020 13:07:20 +0000  Run-3, Block-1, Trial-20, Q_cnt-195, Q_sen-Kannst du mir das mit einem konkreten Beispiel erklären?, Q_cen-erklären
Mo, 06 Jul 2020 13:07:21 +0000  QA_rec 1 3 1 21
Mo, 06 Jul 2020 13:07:41 +0000  QA_rec 0 3 1 21
Mo, 06 Jul 2020 13:07:41 +0000  Run-3, Block-1, Trial-21, Q_cnt-196, Q_sen-Die Kinder haben sich wegen eines Spielzeugs gequält und gestritten., Q_cen-gestritten
Mo, 06 Jul 2020 13:07:42 +0000  QA_rec 1 3 1 22
Mo, 06 Jul 2020 13:08:02 +0000  QA_rec 0 3 1 22
Mo, 06 Jul 2020 13:08:02 +0000  Run-3, Block-1, Trial-22, Q_cnt-197, Q_sen-Der Lehrer unterrichtet Schüler und bringt ihnen verschiedene Dinge bei., Q_cen-unterrichtet
Mo, 06 Jul 2020 13:08:03 +0000  QA_rec 1 3 1 23
Mo, 06 Jul 2020 13:08:23 +0000  QA_rec 0 3 1 23
Mo, 06 Jul 2020 13:08:23 +0000  Run-3, Block-1, Trial-23, Q_cnt-198, Q_sen-Das Staatstheater ist s ist zu alt und wird dieses Jahr renoviert., Q_cen-renoviert
Mo, 06 Jul 2020 13:08:24 +0000  QA_rec 1 3 1 24
Mo, 06 Jul 2020 13:08:44 +0000  QA_rec 0 3 1 24
Mo, 06 Jul 2020 13:08:44 +0000  Run-3, Block-1, Trial-24, Q_cnt-199, Q_sen-Sie kümmert sich nur um ihre eigenen Angelegenheiten., Q_cen-kümmert
Mo, 06 Jul 2020 13:09:01 +0000  fade_out 1 3 None None
Mo, 06 Jul 2020 13:09:01 +0000  fade_out 0 3 None None
Mo, 06 Jul 2020 13:09:03 +0000  Cali_de_post_rec 1 None None None
