Mi, 01 Jul 2020 15:10:55 +0000  fade_in 1 1 None None
Mi, 01 Jul 2020 15:19:56 +0000  Run-1, Block-0, Trial-5, Q_cnt-55, Q_sen-Mutters Einkäufe sind so schwer, deshalb bittet sie Jon, die Tasche zu tragen., Q_cen-tragen
Mi, 01 Jul 2020 15:19:57 +0000  QA_rec 1 1 0 6
Mi, 01 Jul 2020 15:20:16 +0000  QA_rec 0 1 0 6
Mi, 01 Jul 2020 15:20:16 +0000  Run-1, Block-0, Trial-6, Q_cnt-56, Q_sen-Ich entschuldige bitte meine Verspätung., Q_cen-entschuldige
Mi, 01 Jul 2020 15:20:17 +0000  QA_rec 1 1 0 7
Mi, 01 Jul 2020 15:20:36 +0000  QA_rec 0 1 0 7
Mi, 01 Jul 2020 15:20:36 +0000  Run-1, Block-0, Trial-7, Q_cnt-57, Q_sen-Ich bin von New York nach München geflogen., Q_cen-geflogen
Mi, 01 Jul 2020 15:20:37 +0000  QA_rec 1 1 0 8
Mi, 01 Jul 2020 15:20:56 +0000  QA_rec 0 1 0 8
Mi, 01 Jul 2020 15:20:56 +0000  Run-1, Block-0, Trial-8, Q_cnt-58, Q_sen-Wir freuen uns sehr über Ihren Besuch., Q_cen-freuen
Mi, 01 Jul 2020 15:20:57 +0000  QA_rec 1 1 0 9
Mi, 01 Jul 2020 15:21:16 +0000  QA_rec 0 1 0 9
Mi, 01 Jul 2020 15:21:16 +0000  Run-1, Block-0, Trial-9, Q_cnt-59, Q_sen-Florian habe so lange Beine, deshalb trage er nur lange Hosen., Q_cen-trage
Mi, 01 Jul 2020 15:21:17 +0000  QA_rec 1 1 0 10
Mi, 01 Jul 2020 15:21:36 +0000  QA_rec 0 1 0 10
Mi, 01 Jul 2020 15:21:36 +0000  Run-1, Block-0, Trial-10, Q_cnt-60, Q_sen-Das gute Wetter wird halten, weil ich keine Wolken sehe., Q_cen-halten
Mi, 01 Jul 2020 15:21:37 +0000  QA_rec 1 1 0 11
Mi, 01 Jul 2020 15:21:56 +0000  QA_rec 0 1 0 11
Mi, 01 Jul 2020 15:21:56 +0000  Run-1, Block-0, Trial-11, Q_cnt-61, Q_sen-Die USA haben viele Satelliten in den Weltraum geschickt., Q_cen-geschickt
Mi, 01 Jul 2020 15:21:57 +0000  QA_rec 1 1 0 12
Mi, 01 Jul 2020 15:22:16 +0000  QA_rec 0 1 0 12
Mi, 01 Jul 2020 15:22:16 +0000  Run-1, Block-0, Trial-12, Q_cnt-62, Q_sen-Sam hat gerade das Abitur bestanden und wird sich für die Universität Wien bewerben. , Q_cen-bewerben
Mi, 01 Jul 2020 15:22:17 +0000  QA_rec 1 1 0 13
Mi, 01 Jul 2020 15:22:36 +0000  QA_rec 0 1 0 13
Mi, 01 Jul 2020 15:22:36 +0000  Run-1, Block-0, Trial-13, Q_cnt-63, Q_sen-Mein Sohn wurde letztes Jahr geboren., Q_cen-geboren
Mi, 01 Jul 2020 15:22:37 +0000  QA_rec 1 1 0 14
Mi, 01 Jul 2020 15:22:56 +0000  QA_rec 0 1 0 14
Mi, 01 Jul 2020 15:22:56 +0000  Run-1, Block-0, Trial-14, Q_cnt-64, Q_sen-Der Autohändler hat auf der Messe zehn Sportwagen eingekauft., Q_cen-eingekauft
Mi, 01 Jul 2020 15:22:57 +0000  QA_rec 1 1 0 15
Mi, 01 Jul 2020 15:23:16 +0000  QA_rec 0 1 0 15
Mi, 01 Jul 2020 15:23:16 +0000  Run-1, Block-0, Trial-15, Q_cnt-65, Q_sen-Bienen liefern Honig., Q_cen-liefern
Mi, 01 Jul 2020 15:23:17 +0000  QA_rec 1 1 0 16
Mi, 01 Jul 2020 15:23:36 +0000  QA_rec 0 1 0 16
Mi, 01 Jul 2020 15:23:36 +0000  Run-1, Block-0, Trial-16, Q_cnt-66, Q_sen-Der Hotelier buchte zwei Übernachtungen für uns, Q_cen-buchte
Mi, 01 Jul 2020 15:23:37 +0000  QA_rec 1 1 0 17
Mi, 01 Jul 2020 15:23:56 +0000  QA_rec 0 1 0 17
Mi, 01 Jul 2020 15:23:56 +0000  Run-1, Block-0, Trial-17, Q_cnt-67, Q_sen-Wir sind verlobt und wollen nächstes Jahr heiraten., Q_cen-heiraten
Mi, 01 Jul 2020 15:23:57 +0000  QA_rec 1 1 0 18
Mi, 01 Jul 2020 15:24:16 +0000  QA_rec 0 1 0 18
Mi, 01 Jul 2020 15:24:16 +0000  Run-1, Block-0, Trial-18, Q_cnt-68, Q_sen-Der Flug nach New York wird mehrere Stunden dauern., Q_cen-dauern
Mi, 01 Jul 2020 15:24:17 +0000  QA_rec 1 1 0 19
Mi, 01 Jul 2020 15:24:36 +0000  QA_rec 0 1 0 19
Mi, 01 Jul 2020 15:24:36 +0000  Run-1, Block-0, Trial-19, Q_cnt-69, Q_sen-Ich musste meine Mitgliedschaft kündigen, weil sie zu teuer war., Q_cen-kündigen
Mi, 01 Jul 2020 15:24:37 +0000  QA_rec 1 1 0 20
Mi, 01 Jul 2020 15:24:56 +0000  QA_rec 0 1 0 20
Mi, 01 Jul 2020 15:24:56 +0000  Run-1, Block-0, Trial-20, Q_cnt-70, Q_sen-Ich empfehle dieses Buch, weil es sehr gut ist., Q_cen-empfehle
Mi, 01 Jul 2020 15:24:57 +0000  QA_rec 1 1 0 21
Mi, 01 Jul 2020 15:25:16 +0000  QA_rec 0 1 0 21
Mi, 01 Jul 2020 15:25:16 +0000  Run-1, Block-0, Trial-21, Q_cnt-71, Q_sen-Der frühe Vogel kann den Wurm fangen., Q_cen-fangen
Mi, 01 Jul 2020 15:25:17 +0000  QA_rec 1 1 0 22
Mi, 01 Jul 2020 15:25:36 +0000  QA_rec 0 1 0 22
Mi, 01 Jul 2020 15:25:36 +0000  Run-1, Block-0, Trial-22, Q_cnt-72, Q_sen-Wenn eine Erkältung hat, kann mann niesen oder husten., Q_cen-husten
Mi, 01 Jul 2020 15:25:37 +0000  QA_rec 1 1 0 23
Mi, 01 Jul 2020 15:25:56 +0000  QA_rec 0 1 0 23
Mi, 01 Jul 2020 15:25:56 +0000  Run-1, Block-0, Trial-23, Q_cnt-73, Q_sen-Die Taxifahrer sollten während Mitternacht nicht hupen., Q_cen-hupen
Mi, 01 Jul 2020 15:25:57 +0000  QA_rec 1 1 0 24
Mi, 01 Jul 2020 15:26:16 +0000  QA_rec 0 1 0 24
Mi, 01 Jul 2020 15:26:16 +0000  Run-1, Block-0, Trial-24, Q_cnt-74, Q_sen-Einige Eltern haben ihren Töchtern rosa Kleider gekauft., Q_cen-gekauft
Mi, 01 Jul 2020 15:26:42 +0000  QA_rec 1 1 1 0
Mi, 01 Jul 2020 15:27:01 +0000  QA_rec 0 1 1 0
Mi, 01 Jul 2020 15:27:01 +0000  Run-1, Block-1, Trial-0, Q_cnt-75, Q_sen-Das Fleisch wurde über dem offenen Feuer gegrillt., Q_cen-gegrillt
Mi, 01 Jul 2020 15:27:02 +0000  QA_rec 1 1 1 1
Mi, 01 Jul 2020 15:27:21 +0000  QA_rec 0 1 1 1
Mi, 01 Jul 2020 15:27:21 +0000  Run-1, Block-1, Trial-1, Q_cnt-76, Q_sen-Ich habe mich bei einem Kurs angemeldet, um Deutsch zu lernen., Q_cen-angemeldet
Mi, 01 Jul 2020 15:27:22 +0000  QA_rec 1 1 1 2
Mi, 01 Jul 2020 15:27:41 +0000  QA_rec 0 1 1 2
Mi, 01 Jul 2020 15:27:41 +0000  Run-1, Block-1, Trial-2, Q_cnt-77, Q_sen-Lisa kann schon mit großen Zahlen rechnen., Q_cen-rechnen
Mi, 01 Jul 2020 15:27:42 +0000  QA_rec 1 1 1 3
Mi, 01 Jul 2020 15:28:01 +0000  QA_rec 0 1 1 3
Mi, 01 Jul 2020 15:28:01 +0000  Run-1, Block-1, Trial-3, Q_cnt-78, Q_sen-Wenn das Klima immer wärmer wird, werden auch die Gletscher schmelzen., Q_cen-schmelzen
Mi, 01 Jul 2020 15:28:02 +0000  QA_rec 1 1 1 4
Mi, 01 Jul 2020 15:28:21 +0000  QA_rec 0 1 1 4
Mi, 01 Jul 2020 15:28:21 +0000  Run-1, Block-1, Trial-4, Q_cnt-79, Q_sen-Um Omeltte zu machen, werde ich die Eier verrühren und dann braten., Q_cen-braten
Mi, 01 Jul 2020 15:28:22 +0000  QA_rec 1 1 1 5
Mi, 01 Jul 2020 15:28:41 +0000  QA_rec 0 1 1 5
Mi, 01 Jul 2020 15:28:41 +0000  Run-1, Block-1, Trial-5, Q_cnt-80, Q_sen-Susi isst zum Frühstück gerne ein weiches Ei., Q_cen-isst
Mi, 01 Jul 2020 15:28:42 +0000  QA_rec 1 1 1 6
Mi, 01 Jul 2020 15:29:01 +0000  QA_rec 0 1 1 6
Mi, 01 Jul 2020 15:29:01 +0000  Run-1, Block-1, Trial-6, Q_cnt-81, Q_sen-Der Fischer musste das Netz einziehen, ohne etwas gefangen zu haben., Q_cen-einziehen
Mi, 01 Jul 2020 15:29:02 +0000  QA_rec 1 1 1 7
Mi, 01 Jul 2020 15:29:21 +0000  QA_rec 0 1 1 7
Mi, 01 Jul 2020 15:29:21 +0000  Run-1, Block-1, Trial-7, Q_cnt-82, Q_sen-Das Herz kann Blut durch den Körper pumpen., Q_cen-pumpen
Mi, 01 Jul 2020 15:29:22 +0000  QA_rec 1 1 1 8
Mi, 01 Jul 2020 15:29:41 +0000  QA_rec 0 1 1 8
Mi, 01 Jul 2020 15:29:41 +0000  Run-1, Block-1, Trial-8, Q_cnt-83, Q_sen-Er verwendet einen Bleistift auf der Wand zu malen., Q_cen-malen
Mi, 01 Jul 2020 15:29:42 +0000  QA_rec 1 1 1 9
Mi, 01 Jul 2020 15:30:01 +0000  QA_rec 0 1 1 9
Mi, 01 Jul 2020 15:30:01 +0000  Run-1, Block-1, Trial-9, Q_cnt-84, Q_sen-Melanie sieht so schlecht, sie braucht eine Brille., Q_cen-braucht
Mi, 01 Jul 2020 15:30:02 +0000  QA_rec 1 1 1 10
Mi, 01 Jul 2020 15:30:21 +0000  QA_rec 0 1 1 10
Mi, 01 Jul 2020 15:30:21 +0000  Run-1, Block-1, Trial-10, Q_cnt-85, Q_sen-Mein Freund führt ein erfolgreiches Geschäft., Q_cen-führt
Mi, 01 Jul 2020 15:30:22 +0000  QA_rec 1 1 1 11
Mi, 01 Jul 2020 15:30:41 +0000  QA_rec 0 1 1 11
Mi, 01 Jul 2020 15:30:41 +0000  Run-1, Block-1, Trial-11, Q_cnt-86, Q_sen-Er heißt tatsächlich Alexander doch alle nennen ihn Alex., Q_cen-nennen
Mi, 01 Jul 2020 15:30:42 +0000  QA_rec 1 1 1 12
Mi, 01 Jul 2020 15:31:01 +0000  QA_rec 0 1 1 12
Mi, 01 Jul 2020 15:31:01 +0000  Run-1, Block-1, Trial-12, Q_cnt-87, Q_sen-Ihre Kinder liegen noch im Bett., Q_cen-liegen
Mi, 01 Jul 2020 15:31:02 +0000  QA_rec 1 1 1 13
Mi, 01 Jul 2020 15:31:21 +0000  QA_rec 0 1 1 13
Mi, 01 Jul 2020 15:31:21 +0000  Run-1, Block-1, Trial-13, Q_cnt-88, Q_sen-Er legte das Messer und die Gabel neben den Teller., Q_cen-legte
Mi, 01 Jul 2020 15:31:22 +0000  QA_rec 1 1 1 14
Mi, 01 Jul 2020 15:31:41 +0000  QA_rec 0 1 1 14
Mi, 01 Jul 2020 15:31:41 +0000  Run-1, Block-1, Trial-14, Q_cnt-89, Q_sen-Ich nehme lieber den Bus, da gibt es nicht so viele Haltestellen., Q_cen-gibt
Mi, 01 Jul 2020 15:31:42 +0000  QA_rec 1 1 1 15
Mi, 01 Jul 2020 15:32:01 +0000  QA_rec 0 1 1 15
Mi, 01 Jul 2020 15:32:01 +0000  Run-1, Block-1, Trial-15, Q_cnt-90, Q_sen-Wir haben auf der Konferenz einige grundlegende Fragen zum Klimaschutz diskutiert., Q_cen-diskutiert
Mi, 01 Jul 2020 15:32:02 +0000  QA_rec 1 1 1 16
Mi, 01 Jul 2020 15:32:21 +0000  QA_rec 0 1 1 16
Mi, 01 Jul 2020 15:32:21 +0000  Run-1, Block-1, Trial-16, Q_cnt-91, Q_sen-Vor dem Supermarkt kann man auf einer großen Fläche parken. , Q_cen-parken
Mi, 01 Jul 2020 15:32:22 +0000  QA_rec 1 1 1 17
Mi, 01 Jul 2020 15:32:41 +0000  QA_rec 0 1 1 17
Mi, 01 Jul 2020 15:32:41 +0000  Run-1, Block-1, Trial-17, Q_cnt-92, Q_sen-Er lief so schnell, dass ich kaum mit ihm Schritt halten konnte., Q_cen-lief
Mi, 01 Jul 2020 15:32:42 +0000  QA_rec 1 1 1 18
Mi, 01 Jul 2020 15:33:01 +0000  QA_rec 0 1 1 18
Mi, 01 Jul 2020 15:33:01 +0000  Run-1, Block-1, Trial-18, Q_cnt-93, Q_sen-Für dieses Produkt wird keine technische Unterstützung mehr angeboten., Q_cen-angeboten
Mi, 01 Jul 2020 15:33:02 +0000  QA_rec 1 1 1 19
Mi, 01 Jul 2020 15:33:21 +0000  QA_rec 0 1 1 19
Mi, 01 Jul 2020 15:33:21 +0000  Run-1, Block-1, Trial-19, Q_cnt-94, Q_sen-Ich habe den Knopf gedrückt, um die Kaffeemaschine einzuschalten., Q_cen-gedrückt
Mi, 01 Jul 2020 15:33:22 +0000  QA_rec 1 1 1 20
Mi, 01 Jul 2020 15:33:41 +0000  QA_rec 0 1 1 20
Mi, 01 Jul 2020 15:33:41 +0000  Run-1, Block-1, Trial-20, Q_cnt-95, Q_sen-Das Brot vom Bäcker schmeckt viel besser., Q_cen-schmeckt
Mi, 01 Jul 2020 15:33:42 +0000  QA_rec 1 1 1 21
Mi, 01 Jul 2020 15:34:01 +0000  QA_rec 0 1 1 21
Mi, 01 Jul 2020 15:34:01 +0000  Run-1, Block-1, Trial-21, Q_cnt-96, Q_sen-Während einer Trocken-Zeit regnet es sehr selten., Q_cen-regnet
Mi, 01 Jul 2020 15:34:02 +0000  QA_rec 1 1 1 22
Mi, 01 Jul 2020 15:34:21 +0000  QA_rec 0 1 1 22
Mi, 01 Jul 2020 15:34:21 +0000  Run-1, Block-1, Trial-22, Q_cnt-97, Q_sen-Linda packt immer viel zu viele Kleidung in ihren Koffer., Q_cen-packt
Mi, 01 Jul 2020 15:34:22 +0000  QA_rec 1 1 1 23
Mi, 01 Jul 2020 15:34:41 +0000  QA_rec 0 1 1 23
Mi, 01 Jul 2020 15:34:41 +0000  Run-1, Block-1, Trial-23, Q_cnt-98, Q_sen-Wir sollen großen Wert auf die Sparsamkeit beim Wasser legen., Q_cen-legen
Mi, 01 Jul 2020 15:34:42 +0000  QA_rec 1 1 1 24
Mi, 01 Jul 2020 15:35:01 +0000  QA_rec 0 1 1 24
Mi, 01 Jul 2020 15:35:01 +0000  Run-1, Block-1, Trial-24, Q_cnt-99, Q_sen-In der Bibliothek kann man viele seltsame Bücher lesen., Q_cen-lesen
Mi, 01 Jul 2020 15:35:17 +0000  fade_out 1 1 None None
