Fr, 14 Aug 2020 12:41:39 +0000  fade_in 1 3 None None
Fr, 14 Aug 2020 12:55:16 +0000  Run-3, Block-0, Trial-14, Q_cnt-164, Q_sen-Da ich gestern Abend übergewichtig war, werde ich morgen eine neue Diät beginnen., Q_cen-beginnen
Fr, 14 Aug 2020 12:55:17 +0000  QA_rec 1 3 0 15
Fr, 14 Aug 2020 12:55:37 +0000  QA_rec 0 3 0 15
Fr, 14 Aug 2020 12:55:37 +0000  Run-3, Block-0, Trial-15, Q_cnt-165, Q_sen-Wir haben den Empfang der Sendung bestätigt., Q_cen-bestätigt
Fr, 14 Aug 2020 12:55:38 +0000  QA_rec 1 3 0 16
Fr, 14 Aug 2020 12:55:58 +0000  QA_rec 0 3 0 16
Fr, 14 Aug 2020 12:55:58 +0000  Run-3, Block-0, Trial-16, Q_cnt-166, Q_sen-Wenn du dich in einer gefährlichen Situation befindest, rufe nach Hilfe., Q_cen-rufe
Fr, 14 Aug 2020 12:55:59 +0000  QA_rec 1 3 0 17
Fr, 14 Aug 2020 12:56:19 +0000  QA_rec 0 3 0 17
Fr, 14 Aug 2020 12:56:19 +0000  Run-3, Block-0, Trial-17, Q_cnt-167, Q_sen-Morgen werde ich eine Schularbeit schreiben., Q_cen-schreiben
Fr, 14 Aug 2020 12:56:20 +0000  QA_rec 1 3 0 18
Fr, 14 Aug 2020 12:56:40 +0000  QA_rec 0 3 0 18
Fr, 14 Aug 2020 12:56:40 +0000  Run-3, Block-0, Trial-18, Q_cnt-168, Q_sen-Im Kongress wird über Probleme der Klima beraten., Q_cen-beraten
Fr, 14 Aug 2020 12:56:41 +0000  QA_rec 1 3 0 19
Fr, 14 Aug 2020 12:57:01 +0000  QA_rec 0 3 0 19
Fr, 14 Aug 2020 12:57:01 +0000  Run-3, Block-0, Trial-19, Q_cnt-169, Q_sen-Wir müssen uns beeilen oder wir verpassen unseren Zug., Q_cen-beeilen
Fr, 14 Aug 2020 12:57:02 +0000  QA_rec 1 3 0 20
Fr, 14 Aug 2020 12:57:22 +0000  QA_rec 0 3 0 20
Fr, 14 Aug 2020 12:57:22 +0000  Run-3, Block-0, Trial-20, Q_cnt-170, Q_sen-Das Mädchen kümmert sich um seine erkältete Mutter., Q_cen-kümmert
Fr, 14 Aug 2020 12:57:23 +0000  QA_rec 1 3 0 21
Fr, 14 Aug 2020 12:57:43 +0000  QA_rec 0 3 0 21
Fr, 14 Aug 2020 12:57:43 +0000  Run-3, Block-0, Trial-21, Q_cnt-171, Q_sen-Die Eisberge lösen sich auf, und der Wasserpegel steigt., Q_cen-steigt
Fr, 14 Aug 2020 12:57:44 +0000  QA_rec 1 3 0 22
Fr, 14 Aug 2020 12:58:04 +0000  QA_rec 0 3 0 22
Fr, 14 Aug 2020 12:58:04 +0000  Run-3, Block-0, Trial-22, Q_cnt-172, Q_sen-Am Anfang sind die Brüder Wright mit Gleitflugzeugen geflogen., Q_cen-geflogen
Fr, 14 Aug 2020 12:58:05 +0000  QA_rec 1 3 0 23
Fr, 14 Aug 2020 12:58:25 +0000  QA_rec 0 3 0 23
Fr, 14 Aug 2020 12:58:25 +0000  Run-3, Block-0, Trial-23, Q_cnt-173, Q_sen-Ihm ist jedes Mittel recht, um sein Ziel zu erreichen., Q_cen-erreichen
Fr, 14 Aug 2020 12:58:26 +0000  QA_rec 1 3 0 24
Fr, 14 Aug 2020 12:58:46 +0000  QA_rec 0 3 0 24
Fr, 14 Aug 2020 12:58:46 +0000  Run-3, Block-0, Trial-24, Q_cnt-174, Q_sen-Ich empfehle dieses Buch, weil es sehr gut ist., Q_cen-empfehle
Fr, 14 Aug 2020 12:59:06 +0000  QA_rec 1 3 1 0
Fr, 14 Aug 2020 12:59:26 +0000  QA_rec 0 3 1 0
Fr, 14 Aug 2020 12:59:26 +0000  Run-3, Block-1, Trial-0, Q_cnt-175, Q_sen-Ich will nicht mein ganzes Geld für ein neues Auto ausgeben., Q_cen-ausgeben
Fr, 14 Aug 2020 12:59:27 +0000  QA_rec 1 3 1 1
Fr, 14 Aug 2020 12:59:47 +0000  QA_rec 0 3 1 1
Fr, 14 Aug 2020 12:59:47 +0000  Run-3, Block-1, Trial-1, Q_cnt-176, Q_sen-Flora hat Musik studiert und dirigiert jetzt das Orchester., Q_cen-studiert
Fr, 14 Aug 2020 12:59:48 +0000  QA_rec 1 3 1 2
Fr, 14 Aug 2020 13:00:08 +0000  QA_rec 0 3 1 2
Fr, 14 Aug 2020 13:00:08 +0000  Run-3, Block-1, Trial-2, Q_cnt-177, Q_sen-Oma hat Probleme mit den Zähnen, aber sie fürchtet sich vorm Zahnarzt., Q_cen-fürchtet
Fr, 14 Aug 2020 13:00:09 +0000  QA_rec 1 3 1 3
Fr, 14 Aug 2020 13:00:29 +0000  QA_rec 0 3 1 3
Fr, 14 Aug 2020 13:00:29 +0000  Run-3, Block-1, Trial-3, Q_cnt-178, Q_sen-In Wien besuchen die Touristen am liebsten den Stephansdom und das Schloss Schönbrunn., Q_cen-besuchen
Fr, 14 Aug 2020 13:00:30 +0000  QA_rec 1 3 1 4
Fr, 14 Aug 2020 13:00:50 +0000  QA_rec 0 3 1 4
Fr, 14 Aug 2020 13:00:50 +0000  Run-3, Block-1, Trial-4, Q_cnt-179, Q_sen-Rauchen schadet deiner Lunge., Q_cen-schadet
Fr, 14 Aug 2020 13:00:51 +0000  QA_rec 1 3 1 5
Fr, 14 Aug 2020 13:01:11 +0000  QA_rec 0 3 1 5
Fr, 14 Aug 2020 13:01:11 +0000  Run-3, Block-1, Trial-5, Q_cnt-180, Q_sen-Wir haben auf der Konferenz einige grundlegende Fragen zum Klimaschutz diskutiert., Q_cen-diskutiert
Fr, 14 Aug 2020 13:01:12 +0000  QA_rec 1 3 1 6
Fr, 14 Aug 2020 13:01:32 +0000  QA_rec 0 3 1 6
Fr, 14 Aug 2020 13:01:32 +0000  Run-3, Block-1, Trial-6, Q_cnt-181, Q_sen-Einige NGOs schützen die Rechte der Menschen., Q_cen-schützen
Fr, 14 Aug 2020 13:01:33 +0000  QA_rec 1 3 1 7
Fr, 14 Aug 2020 13:01:53 +0000  QA_rec 0 3 1 7
Fr, 14 Aug 2020 13:01:53 +0000  Run-3, Block-1, Trial-7, Q_cnt-182, Q_sen-Es ist zu windig, können Sie bitte das Fenster schließen., Q_cen-schließen
Fr, 14 Aug 2020 13:01:54 +0000  QA_rec 1 3 1 8
Fr, 14 Aug 2020 13:02:14 +0000  QA_rec 0 3 1 8
Fr, 14 Aug 2020 13:02:14 +0000  Run-3, Block-1, Trial-8, Q_cnt-183, Q_sen-Das Programm kannst Du kostenlos herunterladen., Q_cen-herunterladen
Fr, 14 Aug 2020 13:02:15 +0000  QA_rec 1 3 1 9
Fr, 14 Aug 2020 13:02:35 +0000  QA_rec 0 3 1 9
Fr, 14 Aug 2020 13:02:35 +0000  Run-3, Block-1, Trial-9, Q_cnt-184, Q_sen-Wie schmeckt Iris die Melone, die ich im Geschäft gekauft habe?, Q_cen-schmeckt
Fr, 14 Aug 2020 13:02:36 +0000  QA_rec 1 3 1 10
Fr, 14 Aug 2020 13:02:56 +0000  QA_rec 0 3 1 10
Fr, 14 Aug 2020 13:02:56 +0000  Run-3, Block-1, Trial-10, Q_cnt-185, Q_sen-Die Kellnerin schenkte den Kunden Wein nach., Q_cen-schenkte
Fr, 14 Aug 2020 13:02:57 +0000  QA_rec 1 3 1 11
Fr, 14 Aug 2020 13:03:17 +0000  QA_rec 0 3 1 11
Fr, 14 Aug 2020 13:03:17 +0000  Run-3, Block-1, Trial-11, Q_cnt-186, Q_sen-Das Geheimnis darfst du niemand sagen., Q_cen-sagen
Fr, 14 Aug 2020 13:03:18 +0000  QA_rec 1 3 1 12
Fr, 14 Aug 2020 13:03:38 +0000  QA_rec 0 3 1 12
Fr, 14 Aug 2020 13:03:38 +0000  Run-3, Block-1, Trial-12, Q_cnt-187, Q_sen-Dort an der Ampel kannst du die Straße überqueren., Q_cen-überqueren
Fr, 14 Aug 2020 13:03:39 +0000  QA_rec 1 3 1 13
Fr, 14 Aug 2020 13:03:59 +0000  QA_rec 0 3 1 13
Fr, 14 Aug 2020 13:03:59 +0000  Run-3, Block-1, Trial-13, Q_cnt-188, Q_sen-Jetzt liest er seiner Mutter eine Geschichte vor., Q_cen-liest
Fr, 14 Aug 2020 13:04:00 +0000  QA_rec 1 3 1 14
Fr, 14 Aug 2020 13:04:20 +0000  QA_rec 0 3 1 14
Fr, 14 Aug 2020 13:04:20 +0000  Run-3, Block-1, Trial-14, Q_cnt-189, Q_sen-Mein Bett ist gemütlich und warm, ich möchte nicht aufstehen., Q_cen-aufstehen
Fr, 14 Aug 2020 13:04:21 +0000  QA_rec 1 3 1 15
Fr, 14 Aug 2020 13:04:41 +0000  QA_rec 0 3 1 15
Fr, 14 Aug 2020 13:04:41 +0000  Run-3, Block-1, Trial-15, Q_cnt-190, Q_sen-Ein rotes Signal bedeutet, dass ich warten muss., Q_cen-bedeutet
Fr, 14 Aug 2020 13:04:42 +0000  QA_rec 1 3 1 16
Fr, 14 Aug 2020 13:05:03 +0000  QA_rec 0 3 1 16
Fr, 14 Aug 2020 13:05:03 +0000  Run-3, Block-1, Trial-16, Q_cnt-191, Q_sen-Ich möchte einen Tisch für das Abendessen reservieren., Q_cen-reservieren
Fr, 14 Aug 2020 13:05:04 +0000  QA_rec 1 3 1 17
Fr, 14 Aug 2020 13:05:24 +0000  QA_rec 0 3 1 17
Fr, 14 Aug 2020 13:05:24 +0000  Run-3, Block-1, Trial-17, Q_cnt-192, Q_sen-Ein gutes Gehalt heißt oft harte Arbeit., Q_cen-heißt
Fr, 14 Aug 2020 13:05:25 +0000  QA_rec 1 3 1 18
Fr, 14 Aug 2020 13:05:45 +0000  QA_rec 0 3 1 18
Fr, 14 Aug 2020 13:05:45 +0000  Run-3, Block-1, Trial-18, Q_cnt-193, Q_sen-Ich hielt das Küken vorsichtig in beiden Händen., Q_cen-hielt
Fr, 14 Aug 2020 13:05:46 +0000  QA_rec 1 3 1 19
Fr, 14 Aug 2020 13:06:06 +0000  QA_rec 0 3 1 19
Fr, 14 Aug 2020 13:06:06 +0000  Run-3, Block-1, Trial-19, Q_cnt-194, Q_sen-Der Mörder wollte die Gründe für seine Tat nicht nennen., Q_cen-nennen
Fr, 14 Aug 2020 13:06:07 +0000  QA_rec 1 3 1 20
Fr, 14 Aug 2020 13:06:27 +0000  QA_rec 0 3 1 20
Fr, 14 Aug 2020 13:06:27 +0000  Run-3, Block-1, Trial-20, Q_cnt-195, Q_sen-Ihr Regenschirm kann Sie vor dem Regen schützen., Q_cen-schützen
Fr, 14 Aug 2020 13:06:28 +0000  QA_rec 1 3 1 21
Fr, 14 Aug 2020 13:06:48 +0000  QA_rec 0 3 1 21
Fr, 14 Aug 2020 13:06:48 +0000  Run-3, Block-1, Trial-21, Q_cnt-196, Q_sen-Christoph Kolumbus hat am vierzehn zweiundneunzig Amerika entdeckt., Q_cen-entdeckt
Fr, 14 Aug 2020 13:06:49 +0000  QA_rec 1 3 1 22
Fr, 14 Aug 2020 13:07:09 +0000  QA_rec 0 3 1 22
Fr, 14 Aug 2020 13:07:09 +0000  Run-3, Block-1, Trial-22, Q_cnt-197, Q_sen-Meine kleine Schwester spielt draußen im Garten., Q_cen-spielt
Fr, 14 Aug 2020 13:07:10 +0000  QA_rec 1 3 1 23
Fr, 14 Aug 2020 13:07:30 +0000  QA_rec 0 3 1 23
Fr, 14 Aug 2020 13:07:30 +0000  Run-3, Block-1, Trial-23, Q_cnt-198, Q_sen-Wie feiern die Deutschen Weihnachten?, Q_cen-feiern
Fr, 14 Aug 2020 13:07:31 +0000  QA_rec 1 3 1 24
Fr, 14 Aug 2020 13:07:51 +0000  QA_rec 0 3 1 24
Fr, 14 Aug 2020 13:07:51 +0000  Run-3, Block-1, Trial-24, Q_cnt-199, Q_sen-Bevor man eine Orange essen kann, muss man sie erst schneiden oder schälen., Q_cen-schälen
