Mi, 05 Aug 2020 13:07:26 +0000  fade_in 1 3 None None
Mi, 05 Aug 2020 13:26:23 +0000  Run-3, Block-1, Trial-3, Q_cnt-178, Q_sen-Die kluge Gebäudekonstruktion kann das Haus vor Windschäden schützen., Q_cen-schützen
Mi, 05 Aug 2020 13:26:24 +0000  QA_rec 1 3 1 4
Mi, 05 Aug 2020 13:26:44 +0000  QA_rec 0 3 1 4
Mi, 05 Aug 2020 13:26:44 +0000  Run-3, Block-1, Trial-4, Q_cnt-179, Q_sen-Wenn der Wind stark bläst, ziehen die Wolken schnell über den Himmel., Q_cen-bläst
Mi, 05 Aug 2020 13:26:45 +0000  QA_rec 1 3 1 5
Mi, 05 Aug 2020 13:27:05 +0000  QA_rec 0 3 1 5
Mi, 05 Aug 2020 13:27:05 +0000  Run-3, Block-1, Trial-5, Q_cnt-180, Q_sen-Er kann fast so gut Fahrrad fahren wie sein älterer Bruder., Q_cen-fahren
Mi, 05 Aug 2020 13:27:06 +0000  QA_rec 1 3 1 6
Mi, 05 Aug 2020 13:27:26 +0000  QA_rec 0 3 1 6
Mi, 05 Aug 2020 13:27:26 +0000  Run-3, Block-1, Trial-6, Q_cnt-181, Q_sen-Die Milch riecht verdorben., Q_cen-riecht
Mi, 05 Aug 2020 13:27:27 +0000  QA_rec 1 3 1 7
Mi, 05 Aug 2020 13:27:47 +0000  QA_rec 0 3 1 7
Mi, 05 Aug 2020 13:27:47 +0000  Run-3, Block-1, Trial-7, Q_cnt-182, Q_sen-Es gibt viele Vorteile, wenn man die öffentlichen Verkehrsmittel benutzt., Q_cen-benutzt
Mi, 05 Aug 2020 13:27:48 +0000  QA_rec 1 3 1 8
Mi, 05 Aug 2020 13:28:08 +0000  QA_rec 0 3 1 8
Mi, 05 Aug 2020 13:28:08 +0000  Run-3, Block-1, Trial-8, Q_cnt-183, Q_sen-Die alte Zimmerdecke muss man renovieren., Q_cen-renovieren
Mi, 05 Aug 2020 13:28:09 +0000  QA_rec 1 3 1 9
Mi, 05 Aug 2020 13:28:29 +0000  QA_rec 0 3 1 9
Mi, 05 Aug 2020 13:28:29 +0000  Run-3, Block-1, Trial-9, Q_cnt-184, Q_sen-Wie feiern die Deutschen Weihnachten?, Q_cen-feiern
Mi, 05 Aug 2020 13:28:30 +0000  QA_rec 1 3 1 10
Mi, 05 Aug 2020 13:28:50 +0000  QA_rec 0 3 1 10
Mi, 05 Aug 2020 13:28:50 +0000  Run-3, Block-1, Trial-10, Q_cnt-185, Q_sen-Ihm ist jedes Mittel recht, um sein Ziel zu erreichen., Q_cen-erreichen
Mi, 05 Aug 2020 13:28:51 +0000  QA_rec 1 3 1 11
Mi, 05 Aug 2020 13:29:11 +0000  QA_rec 0 3 1 11
Mi, 05 Aug 2020 13:29:11 +0000  Run-3, Block-1, Trial-11, Q_cnt-186, Q_sen-Sonja nimmt ihren Tee mit Milch und Zucker., Q_cen-nimmt
Mi, 05 Aug 2020 13:29:12 +0000  QA_rec 1 3 1 12
Mi, 05 Aug 2020 13:29:32 +0000  QA_rec 0 3 1 12
Mi, 05 Aug 2020 13:29:32 +0000  Run-3, Block-1, Trial-12, Q_cnt-187, Q_sen-Kunden sollten Produkte sorgfältig prüfen, bevor sie sie kaufen., Q_cen-prüfen
Mi, 05 Aug 2020 13:29:33 +0000  QA_rec 1 3 1 13
Mi, 05 Aug 2020 13:29:53 +0000  QA_rec 0 3 1 13
Mi, 05 Aug 2020 13:29:53 +0000  Run-3, Block-1, Trial-13, Q_cnt-188, Q_sen-Im Sommer brauchen wir ein Moskitonetz, damit wir nicht gestochen werden., Q_cen-brauchen
Mi, 05 Aug 2020 13:29:54 +0000  QA_rec 1 3 1 14
Mi, 05 Aug 2020 13:30:14 +0000  QA_rec 0 3 1 14
Mi, 05 Aug 2020 13:30:14 +0000  Run-3, Block-1, Trial-14, Q_cnt-189, Q_sen-Ich habe das Formular ausgefüllt, um mich für den Kurs anzumelden., Q_cen-ausgefüllt
Mi, 05 Aug 2020 13:30:15 +0000  QA_rec 1 3 1 15
Mi, 05 Aug 2020 13:30:35 +0000  QA_rec 0 3 1 15
Mi, 05 Aug 2020 13:30:35 +0000  Run-3, Block-1, Trial-15, Q_cnt-190, Q_sen-Bei dem Gewitter letzte Woche hat der Blitz in ein Boot eingeschlagen., Q_cen-eingeschlagen
Mi, 05 Aug 2020 13:30:36 +0000  QA_rec 1 3 1 16
Mi, 05 Aug 2020 13:30:56 +0000  QA_rec 0 3 1 16
Mi, 05 Aug 2020 13:30:56 +0000  Run-3, Block-1, Trial-16, Q_cnt-191, Q_sen-Die Teilnehmer müssen sich im Voraus für den Kurs anmelden., Q_cen-anmelden
Mi, 05 Aug 2020 13:30:57 +0000  QA_rec 1 3 1 17
Mi, 05 Aug 2020 13:31:17 +0000  QA_rec 0 3 1 17
Mi, 05 Aug 2020 13:31:17 +0000  Run-3, Block-1, Trial-17, Q_cnt-192, Q_sen-Der Arzt wollte ihm verwehren, seinen Vater zu besuchen., Q_cen-besuchen
Mi, 05 Aug 2020 13:31:18 +0000  QA_rec 1 3 1 18
Mi, 05 Aug 2020 13:31:38 +0000  QA_rec 0 3 1 18
Mi, 05 Aug 2020 13:31:38 +0000  Run-3, Block-1, Trial-18, Q_cnt-193, Q_sen-Ich drückte den Knopf, um den Computer einzuschalten., Q_cen-drückte
Mi, 05 Aug 2020 13:31:39 +0000  QA_rec 1 3 1 19
Mi, 05 Aug 2020 13:31:59 +0000  QA_rec 0 3 1 19
Mi, 05 Aug 2020 13:31:59 +0000  Run-3, Block-1, Trial-19, Q_cnt-194, Q_sen-In der Küche steht noch das schumutzige Geschirr vom Frühstück., Q_cen-steht
Mi, 05 Aug 2020 13:32:00 +0000  QA_rec 1 3 1 20
Mi, 05 Aug 2020 13:32:21 +0000  QA_rec 0 3 1 20
Mi, 05 Aug 2020 13:32:21 +0000  Run-3, Block-1, Trial-20, Q_cnt-195, Q_sen-Nur wenn mein Haar schmutzig ist, werde ich es bürsten., Q_cen-bürsten
Mi, 05 Aug 2020 13:32:22 +0000  QA_rec 1 3 1 21
Mi, 05 Aug 2020 13:32:42 +0000  QA_rec 0 3 1 21
Mi, 05 Aug 2020 13:32:42 +0000  Run-3, Block-1, Trial-21, Q_cnt-196, Q_sen-Manche Politiker wollen den Frieden auf Erden sichern., Q_cen-sichern
Mi, 05 Aug 2020 13:32:43 +0000  QA_rec 1 3 1 22
Mi, 05 Aug 2020 13:33:03 +0000  QA_rec 0 3 1 22
Mi, 05 Aug 2020 13:33:03 +0000  Run-3, Block-1, Trial-22, Q_cnt-197, Q_sen-Die Firma hat einen Fachmann hinzugezogen, um das Netzwerk zu reparieren., Q_cen-reparieren
Mi, 05 Aug 2020 13:33:04 +0000  QA_rec 1 3 1 23
Mi, 05 Aug 2020 13:33:24 +0000  QA_rec 0 3 1 23
Mi, 05 Aug 2020 13:33:24 +0000  Run-3, Block-1, Trial-23, Q_cnt-198, Q_sen-Zuhause erzählt er seiner kleinen Schwester davon., Q_cen-erzählt
Mi, 05 Aug 2020 13:33:25 +0000  QA_rec 1 3 1 24
Mi, 05 Aug 2020 13:33:45 +0000  QA_rec 0 3 1 24
Mi, 05 Aug 2020 13:33:45 +0000  Run-3, Block-1, Trial-24, Q_cnt-199, Q_sen-Deine Haare sind so kurz, warst du beim Friseur?, Q_cen-warst
