Di, 11 Aug 2020 11:31:35 +0000  fade_in 1 1 None None
Di, 11 Aug 2020 11:43:11 +0000  Run-1, Block-0, Trial-8, Q_cnt-58, Q_sen-Da er sehr reich ist, hat der Club ihn als Mitglied aufgenommen. , Q_cen-aufgenommen
Di, 11 Aug 2020 11:43:12 +0000  QA_rec 1 1 0 9
Di, 11 Aug 2020 11:43:32 +0000  QA_rec 0 1 0 9
Di, 11 Aug 2020 11:43:32 +0000  Run-1, Block-0, Trial-9, Q_cnt-59, Q_sen-Das Staatstheater ist s ist zu alt und wird dieses Jahr renoviert., Q_cen-renoviert
Di, 11 Aug 2020 11:43:33 +0000  QA_rec 1 1 0 10
Di, 11 Aug 2020 11:43:53 +0000  QA_rec 0 1 0 10
Di, 11 Aug 2020 11:43:53 +0000  Run-1, Block-0, Trial-10, Q_cnt-60, Q_sen-Ich kann nicht mit dem Auto fahren., Q_cen-fahren
Di, 11 Aug 2020 11:43:54 +0000  QA_rec 1 1 0 11
Di, 11 Aug 2020 11:44:14 +0000  QA_rec 0 1 0 11
Di, 11 Aug 2020 11:44:14 +0000  Run-1, Block-0, Trial-11, Q_cnt-61, Q_sen-Das Flugzeug fliegt den vorgeschriebenen Kurs., Q_cen-fliegt
Di, 11 Aug 2020 11:44:15 +0000  QA_rec 1 1 0 12
Di, 11 Aug 2020 11:44:35 +0000  QA_rec 0 1 0 12
Di, 11 Aug 2020 11:44:35 +0000  Run-1, Block-0, Trial-12, Q_cnt-62, Q_sen-Meine Uhr zeigt die aktuelle Uhrzeit in Berlin und New York an., Q_cen-zeigt
Di, 11 Aug 2020 11:44:36 +0000  QA_rec 1 1 0 13
Di, 11 Aug 2020 11:44:56 +0000  QA_rec 0 1 0 13
Di, 11 Aug 2020 11:44:56 +0000  Run-1, Block-0, Trial-13, Q_cnt-63, Q_sen-Wenn es am Sonntag Morgen regnet, bleibt Franz den ganzen Tag im Bett., Q_cen-bleibt
Di, 11 Aug 2020 11:44:57 +0000  QA_rec 1 1 0 14
Di, 11 Aug 2020 11:45:17 +0000  QA_rec 0 1 0 14
Di, 11 Aug 2020 11:45:17 +0000  Run-1, Block-0, Trial-14, Q_cnt-64, Q_sen-Um den Sachverhalt zu erklären, fehlten ihm die treffenden Vokabeln., Q_cen-erklären
Di, 11 Aug 2020 11:45:18 +0000  QA_rec 1 1 0 15
Di, 11 Aug 2020 11:45:38 +0000  QA_rec 0 1 0 15
Di, 11 Aug 2020 11:45:38 +0000  Run-1, Block-0, Trial-15, Q_cnt-65, Q_sen-Die Kinder haben ihrer Mutter im Haushalt geholfen., Q_cen-geholfen
Di, 11 Aug 2020 11:45:39 +0000  QA_rec 1 1 0 16
Di, 11 Aug 2020 11:45:59 +0000  QA_rec 0 1 0 16
Di, 11 Aug 2020 11:45:59 +0000  Run-1, Block-0, Trial-16, Q_cnt-66, Q_sen-Auf einer CD sind der Musik oder gesprochener Text gespeichert., Q_cen-gespeichert
Di, 11 Aug 2020 11:46:00 +0000  QA_rec 1 1 0 17
Di, 11 Aug 2020 11:46:20 +0000  QA_rec 0 1 0 17
Di, 11 Aug 2020 11:46:20 +0000  Run-1, Block-0, Trial-17, Q_cnt-67, Q_sen-In der Bibliothek kann man viele seltsame Bücher lesen., Q_cen-lesen
Di, 11 Aug 2020 11:46:21 +0000  QA_rec 1 1 0 18
Di, 11 Aug 2020 11:46:42 +0000  QA_rec 0 1 0 18
Di, 11 Aug 2020 11:46:42 +0000  Run-1, Block-0, Trial-18, Q_cnt-68, Q_sen-Das iPhone wurde von Kalifornien entworfen und in China hergestellt. , Q_cen-hergestellt
Di, 11 Aug 2020 11:46:43 +0000  QA_rec 1 1 0 19
Di, 11 Aug 2020 11:47:03 +0000  QA_rec 0 1 0 19
Di, 11 Aug 2020 11:47:03 +0000  Run-1, Block-0, Trial-19, Q_cnt-69, Q_sen-Meine Fenster sind schmutzig, ich muss sie putzen., Q_cen-putzen
Di, 11 Aug 2020 11:47:04 +0000  QA_rec 1 1 0 20
Di, 11 Aug 2020 11:47:24 +0000  QA_rec 0 1 0 20
Di, 11 Aug 2020 11:47:24 +0000  Run-1, Block-0, Trial-20, Q_cnt-70, Q_sen-Der Wirkstoff im Kaffee heißt Koffein., Q_cen-heißt
Di, 11 Aug 2020 11:47:25 +0000  QA_rec 1 1 0 21
Di, 11 Aug 2020 11:47:45 +0000  QA_rec 0 1 0 21
Di, 11 Aug 2020 11:47:45 +0000  Run-1, Block-0, Trial-21, Q_cnt-71, Q_sen-Wir sollten das Menü auf ein grünes Blatt Papier drucken., Q_cen-drucken
Di, 11 Aug 2020 11:47:46 +0000  QA_rec 1 1 0 22
Di, 11 Aug 2020 11:48:06 +0000  QA_rec 0 1 0 22
Di, 11 Aug 2020 11:48:06 +0000  Run-1, Block-0, Trial-22, Q_cnt-72, Q_sen-Der Junge hat das Mädchen zum Kaffee eingeladen., Q_cen-eingeladen
Di, 11 Aug 2020 11:48:07 +0000  QA_rec 1 1 0 23
Di, 11 Aug 2020 11:48:27 +0000  QA_rec 0 1 0 23
Di, 11 Aug 2020 11:48:27 +0000  Run-1, Block-0, Trial-23, Q_cnt-73, Q_sen-An der nächsten Kreuzung müssen Sie rechts abbiegen., Q_cen-abbiegen
Di, 11 Aug 2020 11:48:28 +0000  QA_rec 1 1 0 24
Di, 11 Aug 2020 11:48:48 +0000  QA_rec 0 1 0 24
Di, 11 Aug 2020 11:48:48 +0000  Run-1, Block-0, Trial-24, Q_cnt-74, Q_sen-Wie hoch kosten der Wahren ？, Q_cen-kosten
Di, 11 Aug 2020 11:49:08 +0000  QA_rec 1 1 1 0
Di, 11 Aug 2020 11:49:28 +0000  QA_rec 0 1 1 0
Di, 11 Aug 2020 11:49:28 +0000  Run-1, Block-1, Trial-0, Q_cnt-75, Q_sen-Keine Sorge, ich werde mich um Ihr Kind kümmern., Q_cen-kümmern
Di, 11 Aug 2020 11:49:29 +0000  QA_rec 1 1 1 1
Di, 11 Aug 2020 11:49:49 +0000  QA_rec 0 1 1 1
Di, 11 Aug 2020 11:49:49 +0000  Run-1, Block-1, Trial-1, Q_cnt-76, Q_sen-Arbeitslos-sein bedeutet: man hat keinen Arbeits-Platz., Q_cen-bedeutet
Di, 11 Aug 2020 11:49:50 +0000  QA_rec 1 1 1 2
Di, 11 Aug 2020 11:50:10 +0000  QA_rec 0 1 1 2
Di, 11 Aug 2020 11:50:10 +0000  Run-1, Block-1, Trial-2, Q_cnt-77, Q_sen-Ferdinand Magellan hat als Erster die Welt umsegelt., Q_cen-umsegelt
Di, 11 Aug 2020 11:50:11 +0000  QA_rec 1 1 1 3
Di, 11 Aug 2020 11:50:31 +0000  QA_rec 0 1 1 3
Di, 11 Aug 2020 11:50:31 +0000  Run-1, Block-1, Trial-3, Q_cnt-78, Q_sen-Meine Geschichte ist wahr, ich habe keine Lügen erzählt., Q_cen-erzählt
Di, 11 Aug 2020 11:50:32 +0000  QA_rec 1 1 1 4
Di, 11 Aug 2020 11:50:52 +0000  QA_rec 0 1 1 4
Di, 11 Aug 2020 11:50:52 +0000  Run-1, Block-1, Trial-4, Q_cnt-79, Q_sen-Ich habe eine verletzte Hand, kannst du bitte die Knöpfe meiner Jacke öffnen?, Q_cen-öffnen
Di, 11 Aug 2020 11:50:53 +0000  QA_rec 1 1 1 5
Di, 11 Aug 2020 11:51:13 +0000  QA_rec 0 1 1 5
Di, 11 Aug 2020 11:51:13 +0000  Run-1, Block-1, Trial-5, Q_cnt-80, Q_sen-Wenn der Vulkan aktiv ist, wird Lava herausfließen., Q_cen-herausfließen
Di, 11 Aug 2020 11:51:14 +0000  QA_rec 1 1 1 6
Di, 11 Aug 2020 11:51:34 +0000  QA_rec 0 1 1 6
Di, 11 Aug 2020 11:51:34 +0000  Run-1, Block-1, Trial-6, Q_cnt-81, Q_sen-Im Frühling besuchen viele Touristen unserer Hauptstadt., Q_cen-besuchen
Di, 11 Aug 2020 11:51:35 +0000  QA_rec 1 1 1 7
Di, 11 Aug 2020 11:51:55 +0000  QA_rec 0 1 1 7
Di, 11 Aug 2020 11:51:55 +0000  Run-1, Block-1, Trial-7, Q_cnt-82, Q_sen-Die Teilnehmer müssen sich im Voraus für den Kurs anmelden., Q_cen-anmelden
Di, 11 Aug 2020 11:51:56 +0000  QA_rec 1 1 1 8
Di, 11 Aug 2020 11:52:16 +0000  QA_rec 0 1 1 8
Di, 11 Aug 2020 11:52:16 +0000  Run-1, Block-1, Trial-8, Q_cnt-83, Q_sen-Diese Dame ist US-Bürgerin, wurde aber in Deutschland geboren., Q_cen-geboren
Di, 11 Aug 2020 11:52:17 +0000  QA_rec 1 1 1 9
Di, 11 Aug 2020 11:52:37 +0000  QA_rec 0 1 1 9
Di, 11 Aug 2020 11:52:37 +0000  Run-1, Block-1, Trial-9, Q_cnt-84, Q_sen-In diesem Krankenhaus werden viele Patienten behandelt., Q_cen-behandelt
Di, 11 Aug 2020 11:52:38 +0000  QA_rec 1 1 1 10
Di, 11 Aug 2020 11:52:58 +0000  QA_rec 0 1 1 10
Di, 11 Aug 2020 11:52:58 +0000  Run-1, Block-1, Trial-10, Q_cnt-85, Q_sen-Ich kümmere mich nicht um die Reden der Leute., Q_cen-kümmere
Di, 11 Aug 2020 11:52:59 +0000  QA_rec 1 1 1 11
Di, 11 Aug 2020 11:53:19 +0000  QA_rec 0 1 1 11
Di, 11 Aug 2020 11:53:19 +0000  Run-1, Block-1, Trial-11, Q_cnt-86, Q_sen-Felix muss schon um sechs Uhr früh aufstehen., Q_cen-aufstehen
Di, 11 Aug 2020 11:53:20 +0000  QA_rec 1 1 1 12
Di, 11 Aug 2020 11:53:40 +0000  QA_rec 0 1 1 12
Di, 11 Aug 2020 11:53:40 +0000  Run-1, Block-1, Trial-12, Q_cnt-87, Q_sen-Du kannst den Hund streicheln, er wird dich nicht beißen., Q_cen-beißen
Di, 11 Aug 2020 11:53:41 +0000  QA_rec 1 1 1 13
Di, 11 Aug 2020 11:54:01 +0000  QA_rec 0 1 1 13
Di, 11 Aug 2020 11:54:01 +0000  Run-1, Block-1, Trial-13, Q_cnt-88, Q_sen-Die Blumen in meinem Garten riechen gut., Q_cen-riechen
Di, 11 Aug 2020 11:54:02 +0000  QA_rec 1 1 1 14
Di, 11 Aug 2020 11:54:22 +0000  QA_rec 0 1 1 14
Di, 11 Aug 2020 11:54:22 +0000  Run-1, Block-1, Trial-14, Q_cnt-89, Q_sen-Um den Bus noch zu erwischen, musste ich heute Morgen sehr schnell laufen., Q_cen-laufen
Di, 11 Aug 2020 11:54:23 +0000  QA_rec 1 1 1 15
Di, 11 Aug 2020 11:54:43 +0000  QA_rec 0 1 1 15
Di, 11 Aug 2020 11:54:44 +0000  Run-1, Block-1, Trial-15, Q_cnt-90, Q_sen-Das Buch war witzig, ich habe stundenlang gelacht., Q_cen-gelacht
Di, 11 Aug 2020 11:54:45 +0000  QA_rec 1 1 1 16
Di, 11 Aug 2020 11:55:05 +0000  QA_rec 0 1 1 16
Di, 11 Aug 2020 11:55:05 +0000  Run-1, Block-1, Trial-16, Q_cnt-91, Q_sen-Befristete Verträge enden automatisch, wenn sie nicht erneuert werden., Q_cen-enden
Di, 11 Aug 2020 11:55:06 +0000  QA_rec 1 1 1 17
Di, 11 Aug 2020 11:55:26 +0000  QA_rec 0 1 1 17
Di, 11 Aug 2020 11:55:26 +0000  Run-1, Block-1, Trial-17, Q_cnt-92, Q_sen-Das Eingreifen des Lehrers beendete den Streit., Q_cen-beendete
Di, 11 Aug 2020 11:55:27 +0000  QA_rec 1 1 1 18
Di, 11 Aug 2020 11:55:47 +0000  QA_rec 0 1 1 18
Di, 11 Aug 2020 11:55:47 +0000  Run-1, Block-1, Trial-18, Q_cnt-93, Q_sen-Bewegung und gesunde Ernährung gehören zu einer gesunden Lebensweise., Q_cen-gehören
Di, 11 Aug 2020 11:55:48 +0000  QA_rec 1 1 1 19
Di, 11 Aug 2020 11:56:08 +0000  QA_rec 0 1 1 19
Di, 11 Aug 2020 11:56:08 +0000  Run-1, Block-1, Trial-19, Q_cnt-94, Q_sen-Bitte zieh deinen Mantel an, es ist kalt draußen., Q_cen-zieh
Di, 11 Aug 2020 11:56:09 +0000  QA_rec 1 1 1 20
Di, 11 Aug 2020 11:56:29 +0000  QA_rec 0 1 1 20
Di, 11 Aug 2020 11:56:29 +0000  Run-1, Block-1, Trial-20, Q_cnt-95, Q_sen-Der Konzern kontrolliert die Mehrheit der Aktion., Q_cen-kontrolliert
Di, 11 Aug 2020 11:56:30 +0000  QA_rec 1 1 1 21
Di, 11 Aug 2020 11:56:50 +0000  QA_rec 0 1 1 21
Di, 11 Aug 2020 11:56:50 +0000  Run-1, Block-1, Trial-21, Q_cnt-96, Q_sen-Der Baum hängt voller Früchte., Q_cen-hängt
Di, 11 Aug 2020 11:56:51 +0000  QA_rec 1 1 1 22
Di, 11 Aug 2020 11:57:11 +0000  QA_rec 0 1 1 22
Di, 11 Aug 2020 11:57:11 +0000  Run-1, Block-1, Trial-22, Q_cnt-97, Q_sen-Sie kümmert sich nur um ihre eigenen Angelegenheiten., Q_cen-kümmert
Di, 11 Aug 2020 11:57:12 +0000  QA_rec 1 1 1 23
Di, 11 Aug 2020 11:57:32 +0000  QA_rec 0 1 1 23
Di, 11 Aug 2020 11:57:32 +0000  Run-1, Block-1, Trial-23, Q_cnt-98, Q_sen-Morgen will er probieren, ob seine Theorie auch in der Praxis stimmt., Q_cen-probieren
Di, 11 Aug 2020 11:57:33 +0000  QA_rec 1 1 1 24
Di, 11 Aug 2020 11:57:53 +0000  QA_rec 0 1 1 24
Di, 11 Aug 2020 11:57:53 +0000  Run-1, Block-1, Trial-24, Q_cnt-99, Q_sen-Sam trinkt gerne eine Tasse Kaffee mit einem Stück Kuchen, Q_cen-trinkt
