So, 12 Jul 2020 10:32:27 +0000  fade_in 1 0 None None
So, 12 Jul 2020 10:45:00 +0000  Run-0, Block-0, Trial-11, Q_cnt-11, Q_sen-Früher haben in Europa und Asien Neandertaler gelebt., Q_cen-gelebt
So, 12 Jul 2020 10:45:01 +0000  QA_rec 1 0 0 12
So, 12 Jul 2020 10:45:21 +0000  QA_rec 0 0 0 12
So, 12 Jul 2020 10:45:21 +0000  Run-0, Block-0, Trial-12, Q_cnt-12, Q_sen-Meine Geschichte ist wahr, ich habe keine Lügen erzählt., Q_cen-erzählt
So, 12 Jul 2020 10:45:22 +0000  QA_rec 1 0 0 13
So, 12 Jul 2020 10:45:42 +0000  QA_rec 0 0 0 13
So, 12 Jul 2020 10:45:42 +0000  Run-0, Block-0, Trial-13, Q_cnt-13, Q_sen-Ein rotes Signal bedeutet, dass ich warten muss., Q_cen-bedeutet
So, 12 Jul 2020 10:45:43 +0000  QA_rec 1 0 0 14
So, 12 Jul 2020 10:46:03 +0000  QA_rec 0 0 0 14
So, 12 Jul 2020 10:46:03 +0000  Run-0, Block-0, Trial-14, Q_cnt-14, Q_sen-Mein Bett ist gemütlich und warm, ich möchte nicht aufstehen., Q_cen-aufstehen
So, 12 Jul 2020 10:46:04 +0000  QA_rec 1 0 0 15
So, 12 Jul 2020 10:46:24 +0000  QA_rec 0 0 0 15
So, 12 Jul 2020 10:46:24 +0000  Run-0, Block-0, Trial-15, Q_cnt-15, Q_sen-Die Kinder haben sich wegen eines Spielzeugs gequält und gestritten., Q_cen-gestritten
So, 12 Jul 2020 10:46:25 +0000  QA_rec 1 0 0 16
So, 12 Jul 2020 10:46:45 +0000  QA_rec 0 0 0 16
So, 12 Jul 2020 10:46:45 +0000  Run-0, Block-0, Trial-16, Q_cnt-16, Q_sen-Ein König wohnt in einem Schloss., Q_cen-wohnt
So, 12 Jul 2020 10:46:46 +0000  QA_rec 1 0 0 17
So, 12 Jul 2020 10:47:06 +0000  QA_rec 0 0 0 17
So, 12 Jul 2020 10:47:06 +0000  Run-0, Block-0, Trial-17, Q_cnt-17, Q_sen-Ich werde meinen Geburtstag morgen mit meinen Freunden feiern., Q_cen-feiern
So, 12 Jul 2020 10:47:07 +0000  QA_rec 1 0 0 18
So, 12 Jul 2020 10:47:27 +0000  QA_rec 0 0 0 18
So, 12 Jul 2020 10:47:27 +0000  Run-0, Block-0, Trial-18, Q_cnt-18, Q_sen-Die Band beendete das Konzert unter großem Beifall., Q_cen-beendete
So, 12 Jul 2020 10:47:28 +0000  QA_rec 1 0 0 19
So, 12 Jul 2020 10:47:48 +0000  QA_rec 0 0 0 19
So, 12 Jul 2020 10:47:48 +0000  Run-0, Block-0, Trial-19, Q_cnt-19, Q_sen-Der Fluss fließt an der Grenze entlang., Q_cen-fließt
So, 12 Jul 2020 10:47:49 +0000  QA_rec 1 0 0 20
So, 12 Jul 2020 10:48:09 +0000  QA_rec 0 0 0 20
So, 12 Jul 2020 10:48:09 +0000  Run-0, Block-0, Trial-20, Q_cnt-20, Q_sen-Ich habe gerade meine Bewerbung bei der Universität eingereicht. , Q_cen-eingereicht
So, 12 Jul 2020 10:48:10 +0000  QA_rec 1 0 0 21
So, 12 Jul 2020 10:48:30 +0000  QA_rec 0 0 0 21
So, 12 Jul 2020 10:48:30 +0000  Run-0, Block-0, Trial-21, Q_cnt-21, Q_sen-Das Sprachinstitut bietet Kurse für Anfänger an., Q_cen-bietet
So, 12 Jul 2020 10:48:31 +0000  QA_rec 1 0 0 22
So, 12 Jul 2020 10:48:51 +0000  QA_rec 0 0 0 22
So, 12 Jul 2020 10:48:51 +0000  Run-0, Block-0, Trial-22, Q_cnt-22, Q_sen-Die Universität hat meinen Studentenausweis ausgestellt., Q_cen-ausgestellt
So, 12 Jul 2020 10:48:52 +0000  QA_rec 1 0 0 23
So, 12 Jul 2020 10:49:12 +0000  QA_rec 0 0 0 23
So, 12 Jul 2020 10:49:12 +0000  Run-0, Block-0, Trial-23, Q_cnt-23, Q_sen-Sam verkauft in diesem Geschäft Herren- und Damenschuhe., Q_cen-verkauft
So, 12 Jul 2020 10:49:13 +0000  QA_rec 1 0 0 24
So, 12 Jul 2020 10:49:33 +0000  QA_rec 0 0 0 24
So, 12 Jul 2020 10:49:33 +0000  Run-0, Block-0, Trial-24, Q_cnt-24, Q_sen-Ich nehme zwei Bücher aus dem Regal., Q_cen-nehme
So, 12 Jul 2020 10:49:49 +0000  QA_rec 1 0 1 0
So, 12 Jul 2020 10:50:09 +0000  QA_rec 0 0 1 0
So, 12 Jul 2020 10:50:09 +0000  Run-0, Block-1, Trial-0, Q_cnt-25, Q_sen-Er ist ein ehrlicher Mann, der nie lügt., Q_cen-lügt
So, 12 Jul 2020 10:50:10 +0000  QA_rec 1 0 1 1
So, 12 Jul 2020 10:50:30 +0000  QA_rec 0 0 1 1
So, 12 Jul 2020 10:50:30 +0000  Run-0, Block-1, Trial-1, Q_cnt-26, Q_sen-In Österreich gibt es eine richtige Kaffeehauskultur., Q_cen-gibt
So, 12 Jul 2020 10:50:31 +0000  QA_rec 1 0 1 2
So, 12 Jul 2020 10:50:51 +0000  QA_rec 0 0 1 2
So, 12 Jul 2020 10:50:51 +0000  Run-0, Block-1, Trial-2, Q_cnt-27, Q_sen-Jeder Topf kommt mit seinen Deckel beim Einkaufen., Q_cen-kommt
So, 12 Jul 2020 10:50:52 +0000  QA_rec 1 0 1 3
So, 12 Jul 2020 10:51:12 +0000  QA_rec 0 0 1 3
So, 12 Jul 2020 10:51:12 +0000  Run-0, Block-1, Trial-3, Q_cnt-28, Q_sen-Um mein Auto zu kaufen, die Bank hat mir das Geld geliehen., Q_cen-geliehen
So, 12 Jul 2020 10:51:13 +0000  QA_rec 1 0 1 4
So, 12 Jul 2020 10:51:33 +0000  QA_rec 0 0 1 4
So, 12 Jul 2020 10:51:33 +0000  Run-0, Block-1, Trial-4, Q_cnt-29, Q_sen-Ich wusste nicht, ob ich lachen oder weinen sollte., Q_cen-lachen
So, 12 Jul 2020 10:51:34 +0000  QA_rec 1 0 1 5
So, 12 Jul 2020 10:51:54 +0000  QA_rec 0 0 1 5
So, 12 Jul 2020 10:51:54 +0000  Run-0, Block-1, Trial-5, Q_cnt-30, Q_sen-Das Fleisch wird klein geschnitten, und dann in der Pfanne gebraten., Q_cen-gebraten
So, 12 Jul 2020 10:51:55 +0000  QA_rec 1 0 1 6
So, 12 Jul 2020 10:52:15 +0000  QA_rec 0 0 1 6
So, 12 Jul 2020 10:52:15 +0000  Run-0, Block-1, Trial-6, Q_cnt-31, Q_sen-Sie beantwortete meine E-Mail schnell., Q_cen-beantwortete
So, 12 Jul 2020 10:52:16 +0000  QA_rec 1 0 1 7
So, 12 Jul 2020 10:52:37 +0000  QA_rec 0 0 1 7
So, 12 Jul 2020 10:52:37 +0000  Run-0, Block-1, Trial-7, Q_cnt-32, Q_sen-Ich muss das Buch zurückgeben, das mir ein Freund geliehen hat., Q_cen-geliehen
So, 12 Jul 2020 10:52:38 +0000  QA_rec 1 0 1 8
So, 12 Jul 2020 10:52:58 +0000  QA_rec 0 0 1 8
So, 12 Jul 2020 10:52:58 +0000  Run-0, Block-1, Trial-8, Q_cnt-33, Q_sen-In der Bibliothek kann man viele seltsame Bücher lesen., Q_cen-lesen
So, 12 Jul 2020 10:52:59 +0000  QA_rec 1 0 1 9
So, 12 Jul 2020 10:53:19 +0000  QA_rec 0 0 1 9
So, 12 Jul 2020 10:53:19 +0000  Run-0, Block-1, Trial-9, Q_cnt-34, Q_sen-Können Sie fünfzig Euro wechseln?, Q_cen-wechseln
So, 12 Jul 2020 10:53:20 +0000  QA_rec 1 0 1 10
So, 12 Jul 2020 10:53:40 +0000  QA_rec 0 0 1 10
So, 12 Jul 2020 10:53:40 +0000  Run-0, Block-1, Trial-10, Q_cnt-35, Q_sen-Plastikabfälle werden die Meere verschmutzen., Q_cen-verschmutzen
So, 12 Jul 2020 10:53:41 +0000  QA_rec 1 0 1 11
So, 12 Jul 2020 10:54:01 +0000  QA_rec 0 0 1 11
So, 12 Jul 2020 10:54:01 +0000  Run-0, Block-1, Trial-11, Q_cnt-36, Q_sen-Obst sollte man täglich essen, weil es wegen den Vitaminen sehr gesund ist., Q_cen-essen
So, 12 Jul 2020 10:54:02 +0000  QA_rec 1 0 1 12
So, 12 Jul 2020 10:54:22 +0000  QA_rec 0 0 1 12
So, 12 Jul 2020 10:54:22 +0000  Run-0, Block-1, Trial-12, Q_cnt-37, Q_sen-Sebastian mag lieber ein schwarzes Brot mit Butter und Marmelade., Q_cen-mag
So, 12 Jul 2020 10:54:23 +0000  QA_rec 1 0 1 13
So, 12 Jul 2020 10:54:43 +0000  QA_rec 0 0 1 13
So, 12 Jul 2020 10:54:43 +0000  Run-0, Block-1, Trial-13, Q_cnt-38, Q_sen-In der Schule lernen die Kinder lesen, schreiben und rechnen., Q_cen-lernen
So, 12 Jul 2020 10:54:44 +0000  QA_rec 1 0 1 14
So, 12 Jul 2020 10:55:04 +0000  QA_rec 0 0 1 14
So, 12 Jul 2020 10:55:04 +0000  Run-0, Block-1, Trial-14, Q_cnt-39, Q_sen-Morgen werden wir um sieben Uhr aufstehen., Q_cen-aufstehen
So, 12 Jul 2020 10:55:05 +0000  QA_rec 1 0 1 15
So, 12 Jul 2020 10:55:25 +0000  QA_rec 0 0 1 15
So, 12 Jul 2020 10:55:25 +0000  Run-0, Block-1, Trial-15, Q_cnt-40, Q_sen-Der Prüfer hat die Erfüllung gesetzlicher Auflagen durch das Unternehmen kontrolliert., Q_cen-kontrolliert
So, 12 Jul 2020 10:55:26 +0000  QA_rec 1 0 1 16
So, 12 Jul 2020 10:55:46 +0000  QA_rec 0 0 1 16
So, 12 Jul 2020 10:55:46 +0000  Run-0, Block-1, Trial-16, Q_cnt-41, Q_sen-Ich habe dieses Fach als mein Hauptfach gewählt, weil es mich interessiert., Q_cen-interessiert
So, 12 Jul 2020 10:55:47 +0000  QA_rec 1 0 1 17
So, 12 Jul 2020 10:56:07 +0000  QA_rec 0 0 1 17
So, 12 Jul 2020 10:56:07 +0000  Run-0, Block-1, Trial-17, Q_cnt-42, Q_sen-Mein Zimmer ist zu unordentlich, also muss ich es aufräumen., Q_cen-aufräumen
So, 12 Jul 2020 10:56:08 +0000  QA_rec 1 0 1 18
So, 12 Jul 2020 10:56:28 +0000  QA_rec 0 0 1 18
So, 12 Jul 2020 10:56:28 +0000  Run-0, Block-1, Trial-18, Q_cnt-43, Q_sen-Er ist ein Experte für Computer und kennt alle technischen Details., Q_cen-kennt
So, 12 Jul 2020 10:56:29 +0000  QA_rec 1 0 1 19
So, 12 Jul 2020 10:56:49 +0000  QA_rec 0 0 1 19
So, 12 Jul 2020 10:56:49 +0000  Run-0, Block-1, Trial-19, Q_cnt-44, Q_sen-Das Volleyballspiel wird in einer Sporthalle ausgetragen., Q_cen-ausgetragen
So, 12 Jul 2020 10:56:50 +0000  QA_rec 1 0 1 20
So, 12 Jul 2020 10:57:10 +0000  QA_rec 0 0 1 20
So, 12 Jul 2020 10:57:10 +0000  Run-0, Block-1, Trial-20, Q_cnt-45, Q_sen-Wir müssen genau planen, was wir tun wollen., Q_cen-planen
So, 12 Jul 2020 10:57:11 +0000  QA_rec 1 0 1 21
So, 12 Jul 2020 10:57:31 +0000  QA_rec 0 0 1 21
So, 12 Jul 2020 10:57:31 +0000  Run-0, Block-1, Trial-21, Q_cnt-46, Q_sen-Meine Großtante starb letztes Jahr und wurde neben ihrem Mann begraben., Q_cen-begraben
So, 12 Jul 2020 10:57:32 +0000  QA_rec 1 0 1 22
So, 12 Jul 2020 10:57:52 +0000  QA_rec 0 0 1 22
So, 12 Jul 2020 10:57:52 +0000  Run-0, Block-1, Trial-22, Q_cnt-47, Q_sen-Das Eingreifen des Lehrers beendete den Streit., Q_cen-beendete
So, 12 Jul 2020 10:57:53 +0000  QA_rec 1 0 1 23
So, 12 Jul 2020 10:58:13 +0000  QA_rec 0 0 1 23
So, 12 Jul 2020 10:58:13 +0000  Run-0, Block-1, Trial-23, Q_cnt-48, Q_sen-Die meisten Jugendlichen hören gerne Musik., Q_cen-hören
So, 12 Jul 2020 10:58:14 +0000  QA_rec 1 0 1 24
So, 12 Jul 2020 10:58:34 +0000  QA_rec 0 0 1 24
So, 12 Jul 2020 10:58:34 +0000  Run-0, Block-1, Trial-24, Q_cnt-49, Q_sen-Er benutzt Twitter, um mit anderen zu chatten., Q_cen-benutzt
