Do, 02 Jul 2020 11:02:23 +0000  fade_in 1 1 None None
Do, 02 Jul 2020 11:18:28 +0000  Run-1, Block-0, Trial-22, Q_cnt-72, Q_sen-Nach dem großen Essen war mein Hunger gestillt., Q_cen-gestillt
Do, 02 Jul 2020 11:18:29 +0000  QA_rec 1 1 0 23
Do, 02 Jul 2020 11:18:48 +0000  QA_rec 0 1 0 23
Do, 02 Jul 2020 11:18:48 +0000  Run-1, Block-0, Trial-23, Q_cnt-73, Q_sen-Die Anlage arbeitet vollautomatisch., Q_cen-arbeitet
Do, 02 Jul 2020 11:18:49 +0000  QA_rec 1 1 0 24
Do, 02 Jul 2020 11:19:08 +0000  QA_rec 0 1 0 24
Do, 02 Jul 2020 11:19:08 +0000  Run-1, Block-0, Trial-24, Q_cnt-74, Q_sen-Da Elena arbeiten muss, überlässt sie ihre Kinder seiner Mutter., Q_cen-überlässt
Do, 02 Jul 2020 11:19:25 +0000  QA_rec 1 1 1 0
Do, 02 Jul 2020 11:19:44 +0000  QA_rec 0 1 1 0
Do, 02 Jul 2020 11:19:44 +0000  Run-1, Block-1, Trial-0, Q_cnt-75, Q_sen-Wir planen eine Route durch das ganze Land, von Westen bis Osten., Q_cen-planen
Do, 02 Jul 2020 11:19:45 +0000  QA_rec 1 1 1 1
Do, 02 Jul 2020 11:20:04 +0000  QA_rec 0 1 1 1
Do, 02 Jul 2020 11:20:04 +0000  Run-1, Block-1, Trial-1, Q_cnt-76, Q_sen-Doris ist leider zu spät gekommen, die Apotheke hat heute schon geschlossen., Q_cen-geschlossen
Do, 02 Jul 2020 11:20:05 +0000  QA_rec 1 1 1 2
Do, 02 Jul 2020 11:20:24 +0000  QA_rec 0 1 1 2
Do, 02 Jul 2020 11:20:24 +0000  Run-1, Block-1, Trial-2, Q_cnt-77, Q_sen-Er heißt tatsächlich Alexander doch alle nennen ihn Alex., Q_cen-nennen
Do, 02 Jul 2020 11:20:25 +0000  QA_rec 1 1 1 3
Do, 02 Jul 2020 11:20:44 +0000  QA_rec 0 1 1 3
Do, 02 Jul 2020 11:20:44 +0000  Run-1, Block-1, Trial-3, Q_cnt-78, Q_sen-Linda packt immer viel zu viele Kleidung in ihren Koffer., Q_cen-packt
Do, 02 Jul 2020 11:20:45 +0000  QA_rec 1 1 1 4
Do, 02 Jul 2020 11:21:04 +0000  QA_rec 0 1 1 4
Do, 02 Jul 2020 11:21:04 +0000  Run-1, Block-1, Trial-4, Q_cnt-79, Q_sen-Dieses Zelt wurde für extreme Wetterlagen, z.B. Sturm, Schneesturm, gebaut., Q_cen-gebaut
Do, 02 Jul 2020 11:21:05 +0000  QA_rec 1 1 1 5
Do, 02 Jul 2020 11:21:24 +0000  QA_rec 0 1 1 5
Do, 02 Jul 2020 11:21:24 +0000  Run-1, Block-1, Trial-5, Q_cnt-80, Q_sen-Der Ausgang muss frei bleiben. , Q_cen-bleiben
Do, 02 Jul 2020 11:21:25 +0000  QA_rec 1 1 1 6
Do, 02 Jul 2020 11:21:44 +0000  QA_rec 0 1 1 6
Do, 02 Jul 2020 11:21:44 +0000  Run-1, Block-1, Trial-6, Q_cnt-81, Q_sen-Die Zähne werden geputzt und der Bart rasiert., Q_cen-rasiert
Do, 02 Jul 2020 11:21:45 +0000  QA_rec 1 1 1 7
Do, 02 Jul 2020 11:22:04 +0000  QA_rec 0 1 1 7
Do, 02 Jul 2020 11:22:04 +0000  Run-1, Block-1, Trial-7, Q_cnt-82, Q_sen-Josi hat letzte Nacht nur wenig Schlaf gefunden., Q_cen-gefunden
Do, 02 Jul 2020 11:22:05 +0000  QA_rec 1 1 1 8
Do, 02 Jul 2020 11:22:24 +0000  QA_rec 0 1 1 8
Do, 02 Jul 2020 11:22:24 +0000  Run-1, Block-1, Trial-8, Q_cnt-83, Q_sen-Meine Mutter kocht heute Mittag nicht, wir gehen aus zum Essen., Q_cen-kocht
Do, 02 Jul 2020 11:22:25 +0000  QA_rec 1 1 1 9
Do, 02 Jul 2020 11:22:44 +0000  QA_rec 0 1 1 9
Do, 02 Jul 2020 11:22:44 +0000  Run-1, Block-1, Trial-9, Q_cnt-84, Q_sen-Ich habe meinen Sohn für den Kurs angemeldet., Q_cen-angemeldet
Do, 02 Jul 2020 11:22:45 +0000  QA_rec 1 1 1 10
Do, 02 Jul 2020 11:23:04 +0000  QA_rec 0 1 1 10
Do, 02 Jul 2020 11:23:04 +0000  Run-1, Block-1, Trial-10, Q_cnt-85, Q_sen-Ich werde mich nicht entschuldigen, schließlich habe ich den Streit nicht angefangen., Q_cen-entschuldigen
Do, 02 Jul 2020 11:23:05 +0000  QA_rec 1 1 1 11
Do, 02 Jul 2020 11:23:24 +0000  QA_rec 0 1 1 11
Do, 02 Jul 2020 11:23:24 +0000  Run-1, Block-1, Trial-11, Q_cnt-86, Q_sen-Felix muss schon um sechs Uhr früh aufstehen., Q_cen-aufstehen
Do, 02 Jul 2020 11:23:25 +0000  QA_rec 1 1 1 12
Do, 02 Jul 2020 11:23:44 +0000  QA_rec 0 1 1 12
Do, 02 Jul 2020 11:23:44 +0000  Run-1, Block-1, Trial-12, Q_cnt-87, Q_sen-Sie brauchen kein Ticket, das Konzert ist kostenlos., Q_cen-brauchen
Do, 02 Jul 2020 11:23:45 +0000  QA_rec 1 1 1 13
Do, 02 Jul 2020 11:24:04 +0000  QA_rec 0 1 1 13
Do, 02 Jul 2020 11:24:04 +0000  Run-1, Block-1, Trial-13, Q_cnt-88, Q_sen-In diesem Geschäft kann man billig einkaufen., Q_cen-einkaufen
Do, 02 Jul 2020 11:24:05 +0000  QA_rec 1 1 1 14
Do, 02 Jul 2020 11:24:24 +0000  QA_rec 0 1 1 14
Do, 02 Jul 2020 11:24:24 +0000  Run-1, Block-1, Trial-14, Q_cnt-89, Q_sen-Fabienne ist Ärztin und arbeitet im Krankenhaus., Q_cen-arbeitet
Do, 02 Jul 2020 11:24:25 +0000  QA_rec 1 1 1 15
Do, 02 Jul 2020 11:24:44 +0000  QA_rec 0 1 1 15
Do, 02 Jul 2020 11:24:44 +0000  Run-1, Block-1, Trial-15, Q_cnt-90, Q_sen-Ich koche die Kartoffeln für die Kartoffelsuppe., Q_cen-koche
Do, 02 Jul 2020 11:24:45 +0000  QA_rec 1 1 1 16
Do, 02 Jul 2020 11:25:04 +0000  QA_rec 0 1 1 16
Do, 02 Jul 2020 11:25:04 +0000  Run-1, Block-1, Trial-16, Q_cnt-91, Q_sen-Ich arbeite normalerweise von Montag bis Freitag., Q_cen-arbeite
Do, 02 Jul 2020 11:25:05 +0000  QA_rec 1 1 1 17
Do, 02 Jul 2020 11:25:24 +0000  QA_rec 0 1 1 17
Do, 02 Jul 2020 11:25:24 +0000  Run-1, Block-1, Trial-17, Q_cnt-92, Q_sen-Der Arzt hat mir empfohlen, auf Alkohol zu verzichten., Q_cen-verzichten
Do, 02 Jul 2020 11:25:25 +0000  QA_rec 1 1 1 18
Do, 02 Jul 2020 11:25:44 +0000  QA_rec 0 1 1 18
Do, 02 Jul 2020 11:25:44 +0000  Run-1, Block-1, Trial-18, Q_cnt-93, Q_sen-Sein Versprechen klingt glaubwürdig., Q_cen-klingt
Do, 02 Jul 2020 11:25:45 +0000  QA_rec 1 1 1 19
Do, 02 Jul 2020 11:26:04 +0000  QA_rec 0 1 1 19
Do, 02 Jul 2020 11:26:04 +0000  Run-1, Block-1, Trial-19, Q_cnt-94, Q_sen-Wir leben alle auf der Erde., Q_cen-leben
Do, 02 Jul 2020 11:26:05 +0000  QA_rec 1 1 1 20
Do, 02 Jul 2020 11:26:24 +0000  QA_rec 0 1 1 20
Do, 02 Jul 2020 11:26:24 +0000  Run-1, Block-1, Trial-20, Q_cnt-95, Q_sen-Blut fließt aus einer Wunde., Q_cen-fließt
Do, 02 Jul 2020 11:26:25 +0000  QA_rec 1 1 1 21
Do, 02 Jul 2020 11:26:44 +0000  QA_rec 0 1 1 21
Do, 02 Jul 2020 11:26:44 +0000  Run-1, Block-1, Trial-21, Q_cnt-96, Q_sen-Wenn der Vulkan aktiv ist, wird Lava herausfließen., Q_cen-herausfließen
Do, 02 Jul 2020 11:26:45 +0000  QA_rec 1 1 1 22
Do, 02 Jul 2020 11:27:04 +0000  QA_rec 0 1 1 22
Do, 02 Jul 2020 11:27:04 +0000  Run-1, Block-1, Trial-22, Q_cnt-97, Q_sen-Das Herz kann Blut durch den Körper pumpen., Q_cen-pumpen
Do, 02 Jul 2020 11:27:05 +0000  QA_rec 1 1 1 23
Do, 02 Jul 2020 11:27:24 +0000  QA_rec 0 1 1 23
Do, 02 Jul 2020 11:27:24 +0000  Run-1, Block-1, Trial-23, Q_cnt-98, Q_sen-Er war so betrunken, dass er nicht mehr vernünftig denken konnte., Q_cen-denken
Do, 02 Jul 2020 11:27:25 +0000  QA_rec 1 1 1 24
Do, 02 Jul 2020 11:27:44 +0000  QA_rec 0 1 1 24
Do, 02 Jul 2020 11:27:44 +0000  Run-1, Block-1, Trial-24, Q_cnt-99, Q_sen-Eric ist ein guter Fahrer, obwohl er gerade erst seinen Führerschein gemacht hat., Q_cen-gemacht
