Do, 06 Aug 2020 17:44:22 +0000  fade_in 1 1 None None
Do, 06 Aug 2020 17:55:57 +0000  Run-1, Block-0, Trial-8, Q_cnt-58, Q_sen-Was bedeutet Pressefreiheit für dich?, Q_cen-bedeutet
Do, 06 Aug 2020 17:55:58 +0000  QA_rec 1 1 0 9
Do, 06 Aug 2020 17:56:18 +0000  QA_rec 0 1 0 9
Do, 06 Aug 2020 17:56:18 +0000  Run-1, Block-0, Trial-9, Q_cnt-59, Q_sen-Nach dem großen Essen war mein Hunger gestillt., Q_cen-gestillt
Do, 06 Aug 2020 17:56:19 +0000  QA_rec 1 1 0 10
Do, 06 Aug 2020 17:56:39 +0000  QA_rec 0 1 0 10
Do, 06 Aug 2020 17:56:39 +0000  Run-1, Block-0, Trial-10, Q_cnt-60, Q_sen-Ich beendete meine Arbeit und erhielt eine neue Aufgabe., Q_cen-beendete
Do, 06 Aug 2020 17:56:40 +0000  QA_rec 1 1 0 11
Do, 06 Aug 2020 17:57:00 +0000  QA_rec 0 1 0 11
Do, 06 Aug 2020 17:57:00 +0000  Run-1, Block-0, Trial-11, Q_cnt-61, Q_sen-Der Mörder wollte die Gründe für seine Tat nicht nennen., Q_cen-nennen
Do, 06 Aug 2020 17:57:01 +0000  QA_rec 1 1 0 12
Do, 06 Aug 2020 17:57:21 +0000  QA_rec 0 1 0 12
Do, 06 Aug 2020 17:57:21 +0000  Run-1, Block-0, Trial-12, Q_cnt-62, Q_sen-Die Regierung plant, mehr Arbeitsplätze für junge Menschen zu schaffen., Q_cen-schaffen
Do, 06 Aug 2020 17:57:22 +0000  QA_rec 1 1 0 13
Do, 06 Aug 2020 17:57:42 +0000  QA_rec 0 1 0 13
Do, 06 Aug 2020 17:57:42 +0000  Run-1, Block-0, Trial-13, Q_cnt-63, Q_sen-Ich denke immer an meine Kindheit zurück., Q_cen-denke
Do, 06 Aug 2020 17:57:43 +0000  QA_rec 1 1 0 14
Do, 06 Aug 2020 17:58:03 +0000  QA_rec 0 1 0 14
Do, 06 Aug 2020 17:58:03 +0000  Run-1, Block-0, Trial-14, Q_cnt-64, Q_sen-Danke für den Smoothie, den Sie mir machten., Q_cen-machten
Do, 06 Aug 2020 17:58:04 +0000  QA_rec 1 1 0 15
Do, 06 Aug 2020 17:58:24 +0000  QA_rec 0 1 0 15
Do, 06 Aug 2020 17:58:24 +0000  Run-1, Block-0, Trial-15, Q_cnt-65, Q_sen-Wir müssen genau planen, was wir tun wollen., Q_cen-planen
Do, 06 Aug 2020 17:58:25 +0000  QA_rec 1 1 0 16
Do, 06 Aug 2020 17:58:45 +0000  QA_rec 0 1 0 16
Do, 06 Aug 2020 17:58:45 +0000  Run-1, Block-0, Trial-16, Q_cnt-66, Q_sen-Der Aufzug ist repariert, jetzt funktioniert er wieder., Q_cen-repariert
Do, 06 Aug 2020 17:58:46 +0000  QA_rec 1 1 0 17
Do, 06 Aug 2020 17:59:06 +0000  QA_rec 0 1 0 17
Do, 06 Aug 2020 17:59:06 +0000  Run-1, Block-0, Trial-17, Q_cnt-67, Q_sen-Bitte, erinnern Sie mich daran, wenn ich es vergessen sollte., Q_cen-erinnern
Do, 06 Aug 2020 17:59:07 +0000  QA_rec 1 1 0 18
Do, 06 Aug 2020 17:59:27 +0000  QA_rec 0 1 0 18
Do, 06 Aug 2020 17:59:27 +0000  Run-1, Block-0, Trial-18, Q_cnt-68, Q_sen-Das Mädchen wollte etwas sagen, also hob sie ihre Hand., Q_cen-sagen
Do, 06 Aug 2020 17:59:28 +0000  QA_rec 1 1 0 19
Do, 06 Aug 2020 17:59:48 +0000  QA_rec 0 1 0 19
Do, 06 Aug 2020 17:59:48 +0000  Run-1, Block-0, Trial-19, Q_cnt-69, Q_sen-Er heißt tatsächlich Alexander doch alle nennen ihn Alex., Q_cen-nennen
Do, 06 Aug 2020 17:59:49 +0000  QA_rec 1 1 0 20
Do, 06 Aug 2020 18:00:09 +0000  QA_rec 0 1 0 20
Do, 06 Aug 2020 18:00:09 +0000  Run-1, Block-0, Trial-20, Q_cnt-70, Q_sen-Können Sie mir auf Hundert Euro herausgeben?, Q_cen-herausgeben
Do, 06 Aug 2020 18:00:10 +0000  QA_rec 1 1 0 21
Do, 06 Aug 2020 18:00:30 +0000  QA_rec 0 1 0 21
Do, 06 Aug 2020 18:00:30 +0000  Run-1, Block-0, Trial-21, Q_cnt-71, Q_sen-Leichte Sprache ist eine Hilfe für Menschen , die keine schwierige Sprache verstehen., Q_cen-verstehen
Do, 06 Aug 2020 18:00:31 +0000  QA_rec 1 1 0 22
Do, 06 Aug 2020 18:00:51 +0000  QA_rec 0 1 0 22
Do, 06 Aug 2020 18:00:51 +0000  Run-1, Block-0, Trial-22, Q_cnt-72, Q_sen-Sie besichtigten das Haus, bevor sie es kauften., Q_cen-besichtigten
Do, 06 Aug 2020 18:00:52 +0000  QA_rec 1 1 0 23
Do, 06 Aug 2020 18:01:12 +0000  QA_rec 0 1 0 23
Do, 06 Aug 2020 18:01:12 +0000  Run-1, Block-0, Trial-23, Q_cnt-73, Q_sen-Es hat die ganze Woche geregnet, aber heute scheint endlich die Sonne. , Q_cen-scheint
Do, 06 Aug 2020 18:01:13 +0000  QA_rec 1 1 0 24
Do, 06 Aug 2020 18:01:33 +0000  QA_rec 0 1 0 24
Do, 06 Aug 2020 18:01:33 +0000  Run-1, Block-0, Trial-24, Q_cnt-74, Q_sen-Die Ärztin hat Andrea ein Rezept ausgestellt., Q_cen-ausgestellt
Do, 06 Aug 2020 18:01:51 +0000  QA_rec 1 1 1 0
Do, 06 Aug 2020 18:02:11 +0000  QA_rec 0 1 1 0
Do, 06 Aug 2020 18:02:11 +0000  Run-1, Block-1, Trial-0, Q_cnt-75, Q_sen-Bienen liefern Honig., Q_cen-liefern
Do, 06 Aug 2020 18:02:12 +0000  QA_rec 1 1 1 1
Do, 06 Aug 2020 18:02:32 +0000  QA_rec 0 1 1 1
Do, 06 Aug 2020 18:02:32 +0000  Run-1, Block-1, Trial-1, Q_cnt-76, Q_sen-Abends essen wir meistens kalt., Q_cen-essen
Do, 06 Aug 2020 18:02:33 +0000  QA_rec 1 1 1 2
Do, 06 Aug 2020 18:02:53 +0000  QA_rec 0 1 1 2
Do, 06 Aug 2020 18:02:53 +0000  Run-1, Block-1, Trial-2, Q_cnt-77, Q_sen-Vor dem Supermarkt kann man auf einer großen Fläche parken. , Q_cen-parken
Do, 06 Aug 2020 18:02:54 +0000  QA_rec 1 1 1 3
Do, 06 Aug 2020 18:03:14 +0000  QA_rec 0 1 1 3
Do, 06 Aug 2020 18:03:14 +0000  Run-1, Block-1, Trial-3, Q_cnt-78, Q_sen-Hans arbeitet in einer Schule, er ist der Direktor., Q_cen-arbeitet
Do, 06 Aug 2020 18:03:15 +0000  QA_rec 1 1 1 4
Do, 06 Aug 2020 18:03:35 +0000  QA_rec 0 1 1 4
Do, 06 Aug 2020 18:03:35 +0000  Run-1, Block-1, Trial-4, Q_cnt-79, Q_sen-Meine Großtante starb letztes Jahr und wurde neben ihrem Mann begraben., Q_cen-begraben
Do, 06 Aug 2020 18:03:36 +0000  QA_rec 1 1 1 5
Do, 06 Aug 2020 18:03:56 +0000  QA_rec 0 1 1 5
Do, 06 Aug 2020 18:03:56 +0000  Run-1, Block-1, Trial-5, Q_cnt-80, Q_sen-Er hat meine Sympathie gewonnen., Q_cen-gewonnen
Do, 06 Aug 2020 18:03:57 +0000  QA_rec 1 1 1 6
Do, 06 Aug 2020 18:04:17 +0000  QA_rec 0 1 1 6
Do, 06 Aug 2020 18:04:17 +0000  Run-1, Block-1, Trial-6, Q_cnt-81, Q_sen-Im Mittelalter öffnete das erste Kaufhaus in Europa., Q_cen-öffnete
Do, 06 Aug 2020 18:04:18 +0000  QA_rec 1 1 1 7
Do, 06 Aug 2020 18:04:38 +0000  QA_rec 0 1 1 7
Do, 06 Aug 2020 18:04:38 +0000  Run-1, Block-1, Trial-7, Q_cnt-82, Q_sen-Der Zug fährt gleich ab, wir müssen uns beeilen., Q_cen-beeilen
Do, 06 Aug 2020 18:04:39 +0000  QA_rec 1 1 1 8
Do, 06 Aug 2020 18:04:59 +0000  QA_rec 0 1 1 8
Do, 06 Aug 2020 18:04:59 +0000  Run-1, Block-1, Trial-8, Q_cnt-83, Q_sen-Meine Mutter kocht heute Mittag nicht, wir gehen aus zum Essen., Q_cen-kocht
Do, 06 Aug 2020 18:05:00 +0000  QA_rec 1 1 1 9
Do, 06 Aug 2020 18:05:20 +0000  QA_rec 0 1 1 9
Do, 06 Aug 2020 18:05:20 +0000  Run-1, Block-1, Trial-9, Q_cnt-84, Q_sen-Die USA gewannen den Zweiten Weltkrieg, nachdem sie mehrere Jahre lang gekämpft hatten., Q_cen-gewannen
Do, 06 Aug 2020 18:05:21 +0000  QA_rec 1 1 1 10
Do, 06 Aug 2020 18:05:41 +0000  QA_rec 0 1 1 10
Do, 06 Aug 2020 18:05:41 +0000  Run-1, Block-1, Trial-10, Q_cnt-85, Q_sen-Du musst die Verantwortung für deine Taten übernehmen., Q_cen-übernehmen
Do, 06 Aug 2020 18:05:42 +0000  QA_rec 1 1 1 11
Do, 06 Aug 2020 18:06:02 +0000  QA_rec 0 1 1 11
Do, 06 Aug 2020 18:06:02 +0000  Run-1, Block-1, Trial-11, Q_cnt-86, Q_sen-Die Bergsteiger sind in die Wand eingestiegen., Q_cen-eingestiegen
Do, 06 Aug 2020 18:06:03 +0000  QA_rec 1 1 1 12
Do, 06 Aug 2020 18:06:23 +0000  QA_rec 0 1 1 12
Do, 06 Aug 2020 18:06:23 +0000  Run-1, Block-1, Trial-12, Q_cnt-87, Q_sen-Es ist zu windig, können Sie bitte das Fenster schließen., Q_cen-schließen
Do, 06 Aug 2020 18:06:24 +0000  QA_rec 1 1 1 13
Do, 06 Aug 2020 18:06:44 +0000  QA_rec 0 1 1 13
Do, 06 Aug 2020 18:06:44 +0000  Run-1, Block-1, Trial-13, Q_cnt-88, Q_sen-Junge Leute machen gerne Partys., Q_cen-machen
Do, 06 Aug 2020 18:06:45 +0000  QA_rec 1 1 1 14
Do, 06 Aug 2020 18:07:05 +0000  QA_rec 0 1 1 14
Do, 06 Aug 2020 18:07:05 +0000  Run-1, Block-1, Trial-14, Q_cnt-89, Q_sen-Ich habe alle meine Freunde zu meiner Geburtstags Party eingeladen., Q_cen-eingeladen
Do, 06 Aug 2020 18:07:06 +0000  QA_rec 1 1 1 15
Do, 06 Aug 2020 18:07:26 +0000  QA_rec 0 1 1 15
Do, 06 Aug 2020 18:07:26 +0000  Run-1, Block-1, Trial-15, Q_cnt-90, Q_sen-Die Kellnerin schenkte den Kunden Wein nach., Q_cen-schenkte
Do, 06 Aug 2020 18:07:27 +0000  QA_rec 1 1 1 16
Do, 06 Aug 2020 18:07:47 +0000  QA_rec 0 1 1 16
Do, 06 Aug 2020 18:07:47 +0000  Run-1, Block-1, Trial-16, Q_cnt-91, Q_sen-Ich habe meine Lederschuhe mit einem Lappen geputzt., Q_cen-geputzt
Do, 06 Aug 2020 18:07:48 +0000  QA_rec 1 1 1 17
Do, 06 Aug 2020 18:08:08 +0000  QA_rec 0 1 1 17
Do, 06 Aug 2020 18:08:08 +0000  Run-1, Block-1, Trial-17, Q_cnt-92, Q_sen-Ein Gewitter besteht aus Blitz und Donner., Q_cen-besteht
Do, 06 Aug 2020 18:08:09 +0000  QA_rec 1 1 1 18
Do, 06 Aug 2020 18:08:29 +0000  QA_rec 0 1 1 18
Do, 06 Aug 2020 18:08:29 +0000  Run-1, Block-1, Trial-18, Q_cnt-93, Q_sen-Der Spender möchte anonym bleiben., Q_cen-bleiben
Do, 06 Aug 2020 18:08:30 +0000  QA_rec 1 1 1 19
Do, 06 Aug 2020 18:08:50 +0000  QA_rec 0 1 1 19
Do, 06 Aug 2020 18:08:50 +0000  Run-1, Block-1, Trial-19, Q_cnt-94, Q_sen-Ich kann dir gerne mein Fahrrad leihen, wenn du möchtest., Q_cen-leihen
Do, 06 Aug 2020 18:08:51 +0000  QA_rec 1 1 1 20
Do, 06 Aug 2020 18:09:11 +0000  QA_rec 0 1 1 20
Do, 06 Aug 2020 18:09:11 +0000  Run-1, Block-1, Trial-20, Q_cnt-95, Q_sen-Der Assistent ging zurück ins Büro, um die Dokumente zu holen., Q_cen-holen
Do, 06 Aug 2020 18:09:12 +0000  QA_rec 1 1 1 21
Do, 06 Aug 2020 18:09:32 +0000  QA_rec 0 1 1 21
Do, 06 Aug 2020 18:09:32 +0000  Run-1, Block-1, Trial-21, Q_cnt-96, Q_sen-Kollegen versammelt sich zusammen, um ein neues Projekt zu planen., Q_cen-planen
Do, 06 Aug 2020 18:09:33 +0000  QA_rec 1 1 1 22
Do, 06 Aug 2020 18:09:53 +0000  QA_rec 0 1 1 22
Do, 06 Aug 2020 18:09:53 +0000  Run-1, Block-1, Trial-22, Q_cnt-97, Q_sen-Ich kann prüfen, ob wir diese Hose auf Lager haben., Q_cen-prüfen
Do, 06 Aug 2020 18:09:54 +0000  QA_rec 1 1 1 23
Do, 06 Aug 2020 18:10:14 +0000  QA_rec 0 1 1 23
Do, 06 Aug 2020 18:10:14 +0000  Run-1, Block-1, Trial-23, Q_cnt-98, Q_sen-Bist du schon mal auf einem Pony geritten? , Q_cen-geritten
Do, 06 Aug 2020 18:10:15 +0000  QA_rec 1 1 1 24
Do, 06 Aug 2020 18:10:35 +0000  QA_rec 0 1 1 24
Do, 06 Aug 2020 18:10:35 +0000  Run-1, Block-1, Trial-24, Q_cnt-99, Q_sen-Auf Lavaerde wachsen sehr gute Weintrauben., Q_cen-wachsen
Do, 06 Aug 2020 18:10:55 +0000  fade_out 1 1 None None
