run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,RS_rec_cont.started,RS_rec_cont.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,776.0910799503326,None,776.069966506958,778.0906879901886,"Wir brauchen Bretter, um ein Regal zu bauen.",bauen,777.4738995552063,780.2907829284668,780.6740676879883,None,792.674746465683,793.6913728713989,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_012.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,796.092297077179,None,796.0709466457367,798.0916829109192,"Ich komme, soweit es meine Zeit erlaubt.",erlaubt,797.4750365734101,800.0584900379181,800.4416586875916,801.45858502388,812.6757115840912,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_013.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,816.093220949173,None,816.0722527027131,818.0926690101624,Die Verkäuferin beantwortete meine Fragen und konnte mich beraten.,beraten,817.4759625911713,None,821.9761905193329,None,832.6767136573792,833.69349193573,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_014.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,836.0944309234619,None,836.0729496002198,838.0936970710754,Sebastian mag lieber ein schwarzes Brot mit Butter und Marmelade.,mag,837.4770776748658,841.6938030719757,842.0772656917572,843.0938799381256,852.6776585102082,853.6944448947906,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_015.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,856.0949828624725,None,856.074080657959,858.0947110652924,Ich musste heute Morgen richtig schnell nach der Busstation laufen.,laufen,857.4779586315155,861.3280758857727,861.7115385055542,None,872.6786386489869,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_016.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,876.0961349010468,None,876.0750605583191,878.0957999229431,Er ist durch die ganze Welt gereist.,gereist,877.4820844650269,None,879.9457776069642,None,892.6796755313874,893.6964690685272,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_017.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,896.0975658893585,None,896.0760626316071,898.0966999530792,Ich höre sie den Namen Sam rufen.,rufen,897.4799005508423,899.763454914093,900.1143924713135,901.1300630569458,912.6807126522065,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_018.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,916.0983099937439,None,916.0769457340241,918.0977208614349,Die Anlage arbeitet vollautomatisch.,arbeitet,917.4809805870057,None,920.4143776416779,None,932.6821934700013,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_019.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,936.0990650653839,None,936.0779675960541,938.0989918708801,An seinem Mantel fehlt ein Knopf.,fehlt,937.4867345809937,939.5986709594727,939.9820286750794,None,952.6833326339722,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_020.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,956.100427865982,None,956.0791015148163,958.099641084671,Der ganze Kurs bestand die Prüfung.,bestand,957.4829506397248,959.7664189338684,960.1497425556183,None,972.6841976165772,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_021.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,976.1008648872375,None,976.0804466724396,978.1007258892059,Der Baum hängt voller Früchte.,hängt,977.4838695049286,979.4008409976959,979.7839896202088,None,992.6850704669953,993.7014899253845,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_022.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,996.1015648841858,None,996.0809535503388,998.101744890213,"Wir müssen Mittel und Wege finden, um das zu ändern.",finden,997.4897636890412,1000.6688780784607,1001.0517274856568,1002.0686650276184,1012.6862744808197,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_023.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1016.1027879714966,None,1016.081986618042,1018.102597951889,Ich habe alle meine Freunde zu meiner Geburtstags Party eingeladen.,eingeladen,1017.4860906124115,1021.6029498577118,1021.9862515449524,None,1032.687111568451,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_000_trial_024.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,1037.1209380626678,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1054.9384438991547,None,1054.9330748558045,1056.9714670181274,Herr Müller hat einen Flug auf die Mittelmeerinsel Mallorca gebucht.,gebucht,1056.3213874816895,None,1060.7214514732361,None,1071.5220474720002,1072.538652896881,1072.93892288208,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_000.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1074.972825050354,None,1074.9518315315247,1076.9724068641663,An der nächsten Kreuzung müssen Sie rechts abbiegen.,abbiegen,1076.3554956436158,None,1079.555825662613,1080.5724039077759,1091.5562495708466,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_001.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1094.973886013031,None,1094.9526185512543,1096.9734089374542,"Bitte, erinnern Sie mich daran, wenn ich es vergessen sollte.",erinnern,1096.3565766334534,1099.7402820587158,1100.1233605861664,1101.140142917633,1111.5572716712952,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_002.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1114.9417839050293,None,1114.920339536667,1116.9409239292145,Seine Großmutter kann ganz spannend erzählen.,erzählen,1116.3241614818573,1118.941146850586,1119.3244025230408,1120.341048002243,1131.52492852211,1132.541825056076,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_003.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1134.9427778720856,None,1134.9213985919953,1136.9419419765472,Bist du schon mal auf einem Pony geritten? ,geritten,1136.3251876354218,None,1138.9919855117798,None,1151.5104195594788,None,1152.9262988567352,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_004.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1154.9602658748627,None,1154.9392075061799,1156.9596939086914,"Es dauerte lange, alle nötigen Informationen zu sammeln.",sammeln,1156.3429355144501,None,1160.343126487732,None,1171.5436374664307,1172.5603470802307,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_005.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1174.9611959457397,None,1174.9400765419007,1176.9606230258942,Ich gratuliere dir zum Abschluss mit höchster Auszeichnung. ,gratuliere,1176.344018650055,None,1180.2440816879273,1181.2608768939972,1191.5448526859284,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_006.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1194.9621238708496,None,1194.9409675121308,1196.961622953415,"Der Aufzug ist repariert, jetzt funktioniert er wieder.",repariert,1196.3448466777802,None,1200.1785566329957,None,1211.5456344604493,1212.562404870987,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_007.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1214.9675278663635,None,1214.9419905662537,1216.9626479148865,"Ich bin der Überzeugung, dass er es rechtzeitig schaffen kann.",schaffen,1216.3459884643555,1219.962781906128,1220.3461114883423,None,1231.5466565608979,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_008.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1234.963546037674,None,1234.943083715439,1236.9636919498444,Paul hat zum Abendessen Kartoffelsuppe gegessen.,gegessen,1236.3468515396119,1239.3636810779572,1239.7471115112305,None,1251.54760761261,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_009.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1254.9651720523834,None,1254.9439486980439,1256.9645869731903,"Mein Bett ist gemütlich und warm, ich möchte nicht aufstehen.",aufstehen,1256.347866487503,1259.864769935608,1260.2481564998627,None,1271.548668575287,1272.5653438568115,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_010.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1274.9656369686127,None,1274.9451825141907,1276.9656388759613,"Wenn der Vulkan aktiv ist, wird Lava herausfließen.",herausfließen,1276.3502115726471,None,1280.3824746131897,None,1291.5496055603028,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_011.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1294.967201948166,None,1294.9459757328034,1296.9667949676514,Der Autor beschrieb Sam als eine sehr nette Person.,beschrieb,1296.349908542633,None,1299.950230550766,1300.9667959213257,1311.5507206439972,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_012.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
0,0,0,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1314.9681949615479,None,1314.9471466064454,1316.967815876007,Die Ergebnisse werden auf einer Skala von eins bis zehn angezeigt.,angezeigt,1316.352043581009,1320.5680840015411,1320.9511565685273,1321.9679939746857,1331.5517305850983,None,None,None,./data/Subject_00/Session_00/Exp_data/2020_Mai_31_1521/rec_QA_run_00_block_001_trial_013.wav,,,,00,00,,A1,False,False,True,False,False,True,True,True,True,True,True,No,No,No,No,No,No,2020_Mai_31_1521,nibs_stage_1,3.2.3,59.961801068197666,
