run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
3,0,3,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,739.4577348232269,None,739.4395627021789,741.4569208621979,"Ich empfehle dieses Buch, weil es sehr gut ist.",empfehle,740.840177822113,743.7902619838715,744.1737308979034,None,756.0410018444061,757.0577218532562,757.4577808380127,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_010.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,760.5253570079803,None,760.5072685718536,762.5247318744659,Alle diese Probleme scheinen in dieselbe große Frage zu münden.,scheinen,761.9079638004303,None,766.3082268714904,None,777.0921078205108,None,778.5088210105896,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_011.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,781.5762410163879,None,781.5416637420653,783.5757999420166,Die Polizei sammelte alle verfügbaren Informationen.,sammelte,782.9590569019317,None,787.025959777832,None,798.1598618507385,None,799.5766048431396,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_012.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,802.6271529197693,None,802.6095225334167,804.6268899440765,Der Hotelier buchte zwei Übernachtungen für uns,buchte,804.0101757526397,None,807.6770318031311,None,819.177623796463,820.1943600177765,820.5943808555603,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_013.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,823.6613059043884,None,823.62730178833,825.661299943924,"Entschuldigung, können Sie mir ein Taxi rufen?",rufen,825.0446386814117,None,828.2114367961883,None,840.2453718662262,None,841.6621458530426,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_014.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,844.6622488498688,None,844.6450767993927,846.6624298095703,Das Geheimnis darfst du niemand sagen.,sagen,846.0457346916198,None,848.7791877269744,None,861.2464738368988,None,862.6632339954376,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_015.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,865.7300448417664,None,865.696155643463,867.7301788330078,"Die U-Bahn ist gerade kaputt, also muss ich aussteigen. ",aussteigen,867.1134548664093,None,870.88034491539,871.8970849514008,882.31433968544,883.3309829235077,883.7310059070587,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_016.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,886.7645199298859,None,886.7305928230285,888.7646059989929,"Das Thema interessierte sie, daher hörte sie genau zu.",interessierte,888.1479146957397,None,892.2149937629699,893.2315979003906,903.3488216876983,None,904.7654538154602,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_017.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,907.7823429107666,None,907.7651396751403,909.7824640274048,Die Sonne brennt im Sommer auf der Haut.,brennt,909.1657708168029,None,911.8326097011566,None,924.3666568279266,None,925.7833139896393,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_018.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,928.8500688076019,None,928.8328935146332,930.8502190113068,"Die Brille bekommst du beim Optiker, dann kannst du wieder perfekt sehen.",sehen,930.2335217475891,934.2837510108948,934.6670878410339,None,945.4342349052429,None,946.8509738445282,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_019.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,950.0350940227509,None,950.0005700111388,952.034581899643,"Um den Sachverhalt zu erklären, fehlten ihm die treffenden Vokabeln.",erklären,951.4178798675537,955.6346938610077,956.0181267738342,None,966.618707704544,None,968.0353329181671,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_020.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,971.0692219734192,None,971.0515905857086,973.0690739154816,Wir haben auf der Konferenz einige grundlegende Fragen zum Klimaschutz diskutiert.,diskutiert,972.4523537635803,977.5361409187317,977.9192727088928,None,987.6531057834625,None,989.0699849128723,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_021.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,992.1039099693298,None,992.086119556427,994.103465795517,Singapore liegt in Südostasien.,liegt,993.486883687973,None,996.320349740982,None,1008.6876447677612,1009.7042999267578,1010.10431599617,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_022.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1013.139429807663,None,1013.1205696105957,1015.1378769874573,Meine dicke Katze muss abnehmen.,abnehmen,1014.5211809158325,None,1016.8546526908874,None,1029.7219968318939,None,1031.138746023178,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_023.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1034.2062048912048,None,1034.188318634033,1036.2056579589844,Wir müssen die Kunden jeden Monat über ihren finanziellen Status informieren.,informieren,1035.5892348766326,1040.272792816162,1040.6558728694915,None,1050.7897248744964,None,1052.2065148353577,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_000_trial_024.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,1056.223484992981,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1070.3257160186768,None,1070.3065945625306,1072.3242058753967,Um Mitternacht schließt das Lokal.,schließt,1071.7075088500976,None,1074.2076387882232,None,1086.9083106994628,None,1088.325101852417,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_000.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1091.3756449222565,None,1091.3580018043517,1093.3753190040588,Der Vogel flog zurück zu seinem Nest.,flog,1092.7586277008056,None,1095.592198896408,None,1107.9593997478485,None,1109.376319885254,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_001.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1112.4434938430786,None,1112.4090457916259,1114.443099975586,Felix muss schon um sechs Uhr früh aufstehen.,aufstehen,1113.8263748168945,1116.7102868556976,1117.093283700943,None,1129.027166891098,None,1130.4439449310303,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_002.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1133.477509021759,None,1133.4601806640624,1135.4775228500366,Bananen können wir in der Obstabteilung finden.,finden,1134.8608258247375,1137.8114218711853,1138.19435172081,None,1150.0616128921508,None,1151.4784808158875,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_003.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1154.49573802948,None,1154.4779537677764,1156.495255947113,Wir bestellten ein stück Hassnuss Kuchen zum Dessert.,bestellten,1155.8785727500915,1159.128674030304,1159.5120988368988,None,1171.0627038955688,None,1172.4795289039612,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_004.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1175.5630629062653,None,1175.529072666168,1177.563061952591,"Die Fische leben in Flüssen , Seen und Meeren.",leben,1176.9463696956634,None,1180.5798917293548,None,1192.1471477031707,None,1193.5639128684998,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_005.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1196.5982868671417,None,1196.5800546646117,1198.5974798202515,Mit der Benzin wird der Motor des Autos angetrieben.,angetrieben,1197.9807007789611,1201.0976758003235,1201.4811277866363,1202.4979870319366,1213.1815987110137,None,1214.5983409881592,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_006.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1217.6330938339233,None,1217.6146356105803,1219.6319208145142,Der Junge hat das Mädchen zum Kaffee eingeladen.,eingeladen,1219.0152228355407,None,1222.2820537567138,1223.2987759113312,1234.2161517620086,None,1235.6327419281006,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_007.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1238.7163429260254,None,1238.6822515964507,1240.7164778709412,"Er war so betrunken, dass er nicht mehr vernünftig denken konnte.",denken,1240.0996597290039,1243.9499349594116,1244.3333368778228,None,1255.2672257900238,None,1256.6838397979736,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_008.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1259.751235961914,None,1259.716857767105,1261.7507908344269,"„Ich heiße Sam“, war der erste Satz, den er in großen Buchstaben schreiben konnte.",schreiben,1261.1341007232666,None,1266.5010498046875,None,1276.3348918437957,None,1277.7516360282898,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_009.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1280.7860958576202,None,1280.767849588394,1282.7852289676666,Fabienne ist Ärztin und arbeitet im Krankenhaus.,arbeitet,1282.168438720703,None,1285.8353999137878,1286.852108001709,1297.3693109035491,1298.3860518932343,1298.7860338687897,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_010.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1301.8538179397583,None,1301.8356825351714,1303.8530099391937,"Wenn der Vulkan aktiv ist, wird Lava herausfließen.",herausfließen,1303.2029698371887,1306.8531558513641,1307.2698457717895,1308.2865669727325,1318.4037468910217,None,1319.820494890213,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_011.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1322.9042279720306,None,1322.8700846672057,1324.9040958881378,Der Ausgang muss frei bleiben. ,bleiben,1324.2875018596649,None,1326.4541757583618,1327.4709179401398,1339.4882288455963,None,1340.9049708843231,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_012.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
3,0,3,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1343.9387958049774,None,1343.9045346736907,1345.9385368824005,Hans spielt gerne mit Lego.,spielt,1345.3218427181243,None,1347.6221147060394,None,1360.5226347923278,None,1361.9393780231476,None,./data/Subject_09/Session_01/Exp_data/2020_Aug_06_1856/rec_QA_run_03_block_001_trial_013.wav,,,,09,01,English,A2,True,False,True,False,False,True,True,True,True,True,True,True,No,3,No,No,No,No,2020_Aug_06_1856,nibs_stage_1,3.2.3,60.026934311479145,
