run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,1,0,1,0,10,0,10,0,,,,,,,,,,Listen to the question and speak out your answer!,318.21366810798645,None,318.1799286842346,320.213739156723,"Wenn genug Schnee liegt, fahren sie gerne Schi.",fahren,319.597084236145,None,322.8305294036865,None,334.7977323055267,None,336.2145001888275,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_010.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,11,0,11,0,,,,,,,,,,Listen to the question and speak out your answer!,339.2323491573334,None,339.2142488002777,341.23141598701477,Bananen wachsen auf Palmen.,wachsen,340.6147024154663,None,343.04817337989806,None,355.79874939918517,None,357.21549701690674,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_011.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,12,0,12,0,,,,,,,,,,Listen to the question and speak out your answer!,360.2824020385742,None,360.24857273101804,362.28239917755127,"Die U-Bahn ist gerade kaputt, also muss ich aussteigen. ",aussteigen,361.66570324897765,None,365.43257422447203,None,376.8664342880249,None,378.2831871509552,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_012.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,13,0,13,0,,,,,,,,,,Listen to the question and speak out your answer!,381.3166620731354,None,381.2829047679901,383.31674313545227,Bitte zahlen Sie an Kasse Nummer Zwei.,zahlen,382.70004529953,385.21683502197266,385.60023040771483,386.6168999671936,397.9007613182068,398.91749715805054,399.3175160884857,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_013.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,14,0,14,0,,,,,,,,,,Listen to the question and speak out your answer!,402.35188913345337,None,402.33393607139584,404.35099601745605,"Nachdem ich nicht da war, kann ich nichts dazu sagen.",sagen,403.7010492801666,None,407.13456840515136,None,418.9018232345581,None,420.31852412223816,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_014.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,15,0,15,0,,,,,,,,,,Listen to the question and speak out your answer!,423.3854160308838,None,423.3516098499298,425.38551115989685,Wie lange muss Pat heute im Firma noch arbeiten?,arbeiten,424.76880140304564,None,427.9356433868408,428.95232009887695,439.9694993019104,440.9861841201782,441.38623213768005,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_015.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,16,0,16,0,,,,,,,,,,Listen to the question and speak out your answer!,444.4204001426697,None,444.40261707305905,446.42000699043274,"Es freut mich sehr, Sie kennenzulernen.",freut,445.80309028625487,None,448.66989822387694,449.68661308288574,461.00372834205626,462.0205760002136,462.4206111431122,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_016.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,17,0,17,0,,,,,,,,,,Listen to the question and speak out your answer!,465.4541370868683,None,465.4369739055633,467.4541401863098,Er hängte seine Jacke über die Lehne des Stuhls.,hängte,466.8374464035034,469.7875859737396,470.171036195755,471.1876549720764,482.03817839622496,None,483.4548909664154,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_017.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,18,0,18,0,,,,,,,,,,Listen to the question and speak out your answer!,486.4896750450134,None,486.47125492095944,488.48851013183594,Brot kann man in der Bäckerei kaufen.,kaufen,487.871715259552,None,490.4386062145233,None,503.0725662231445,None,504.4893009662628,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_018.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,19,0,19,0,,,,,,,,,,Listen to the question and speak out your answer!,507.5565710067749,None,507.5392220973968,509.55620217323303,"Ja, das Wasser aus der Leitung kann man trinken.",trinken,508.93949122428893,None,512.239564371109,None,524.1402322769165,None,525.5571250915527,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_019.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,20,0,20,0,,,,,,,,,,Listen to the question and speak out your answer!,528.6256821155548,None,528.6067329406739,530.6239080429077,Die Tulpen stammen eigentlich aus Persien und der Türkei.,stammen,530.0072173595429,533.5241570472717,533.9073962688446,None,545.2079662799836,None,546.624626159668,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_020.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,21,0,21,0,,,,,,,,,,Listen to the question and speak out your answer!,549.6924741268158,None,549.6744469165802,551.691642999649,Darf ich mit einem Scheck bezahlen?,bezahlen,551.0749012947083,None,553.3416792869568,None,566.2756623744965,None,567.6924450397491,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_021.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,22,0,22,0,,,,,,,,,,Listen to the question and speak out your answer!,570.7592370510101,None,570.7254077434541,572.7593100070953,"Ich möchte einen weiteren Test durchführen, um die Ergebnisse zu prüfen.",prüfen,572.1425773620606,None,576.876203250885,None,587.3433372497559,None,588.7601301670074,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_022.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,23,0,23,0,,,,,,,,,,Listen to the question and speak out your answer!,591.8103361129761,None,591.7767649650574,593.8103699684143,Morgen machen wir einen Ausflug in den Schönbrunner Tiergarten.,machen,593.19369430542,None,597.2271992683411,598.2438871860504,608.3944131851197,None,609.811182975769,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_023.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,24,0,24,0,,,,,,,,,,Listen to the question and speak out your answer!,612.8446390628815,None,612.8109447002412,614.8448531627655,Ich bekomme ein Gehalt und Nebenleistungen.,bekomme,614.2280222892762,None,617.2615282058716,618.2782511711121,629.4287092208863,None,630.8455591201782,None,./data/Subject_05/Session_02/Exp_data/2020_Aug_17_1119/rec_QA_run_00_block_001_trial_024.wav,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,02,Norwegian,A2,True,False,True,False,False,False,False,False,True,False,True,True,No,0,No,1,No,No,2020_Aug_17_1119,nibs_stage_1,3.2.3,59.99628090070863,
