run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,fade_out_text.text,fade_out_text.started,fade_out_text.stopped,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,753.1110899448395,None,753.0949205875397,755.1103160381317,Ich werde Ihnen das Kapital mit Zinsen zurückgegeben.,zurückgegeben,754.4936952352524,757.8604819774628,758.2771582365036,None,769.6944432020188,None,771.1114239692688,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_010.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,774.16171002388,None,774.1460777997971,776.1614799499512,"Bevor es Autos gab, sind die Leute mit der Eisenbahn gefahren.",gefahren,775.5453121423722,None,779.7788061857224,None,790.7455491781235,None,792.1457841396332,793.1455609798431,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_011.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,795.1957929134369,None,795.1799365997315,797.1791701316833,Aufgrund der globalen Erwärmung werden die Häuser der Inselbewohner im Meer versinken.,versinken,796.5791623353958,None,801.9127621412277,None,811.7798881292343,None,813.1800739765167,814.1801249980927,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_012.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,816.2306880950928,None,816.214500617981,818.2137680053711,Der Schmied klopft immer wieder mit dem Hammer auf das heiße Eisen.,klopft,817.613612151146,None,821.6137912034989,None,832.81428835392,833.8313419818878,834.2144320011139,835.2315139770508,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_013.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,837.2819919586182,None,837.2658895969391,839.2814121246338,Abgase werden das Klima schädigen.,schädigen,838.6647572278977,841.0818130970001,841.4984462022782,None,853.8656933069229,None,855.2659010887146,856.2659499645233,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_014.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,858.3166139125824,None,858.3003255844117,860.2992720603943,Briefe und Pakete verschickt man mit der Post.,verschickt,859.6827172994614,None,863.0493802785874,None,874.8834411859513,875.8834059238434,876.283586025238,877.2835741043091,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_015.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,879.3668270111084,None,879.3346225738526,881.3338079452515,Ich schicke die Dateien als E-Mail-Anhang.,schicke,880.7338671445847,883.2505300045013,883.6504833459854,None,895.9347152471543,None,897.3345999717712,898.3346679210663,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_016.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,900.4014871120453,None,900.3857187509537,902.3848979473114,"Ich komme, soweit es meine Zeit erlaubt.",erlaubt,901.7683391332627,904.3350510597229,904.7350251436234,None,916.9690263032913,917.9689190387726,918.3857560157776,919.3858079910278,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_017.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,921.4526450634003,None,921.4368588209153,923.4361610412598,"Ein Bauer hält auf seinem Tiere wie Kühe, Hühner oder Schweine.",hält,922.8192863225937,None,927.3528401613236,None,938.0200342893601,None,939.4204559326172,940.4200921058655,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_018.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,942.5043480396271,None,942.4879137754441,944.4872751235962,Sam ist ein ehrlicher Mann und sagt immer die Wahrheit.,sagt,943.8703872919083,947.0538959503174,947.4538893461228,None,959.0713853597641,None,960.4712660312653,961.4713039398193,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_019.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,963.5547909736633,None,963.5390848398209,965.538388967514,Das neue Teammitglied wurde über die Situation informiert.,informiert,964.9214741945267,968.6050219535828,969.0049903154373,970.0050780773163,980.1223373174668,None,981.5223779678345,982.5390350818634,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_020.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,984.572790145874,None,984.5567354917526,986.5560009479523,"Es dauerte lange, alle nötigen Informationen zu sammeln.",sammeln,985.9559073209763,989.5727920532227,989.9559023141861,None,1001.156477189064,None,1002.5732629299164,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_021.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1005.6400971412659,None,1005.624336886406,1007.6401381492615,"Ich empfehle dieses Buch, weil es sehr gut ist.",empfehle,1007.0234622716904,None,1010.356969332695,None,1022.2242202520371,None,1023.6410851478577,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_022.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1026.7080950737,None,1026.6754097461699,1028.7079260349274,"Meine Fenster sind schmutzig, ich muss sie putzen.",putzen,1028.0912222623824,1030.9416480064392,1031.3247451543807,None,1043.291992163658,None,1044.7087380886078,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_023.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1047.743991136551,None,1047.7265347719192,1049.7424530982971,An seinem Mantel fehlt ein Knopf.,fehlt,1049.1256472826003,None,1051.625696158409,1052.6424820423126,1064.3264422178268,1065.343173980713,1065.7431960105896,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_000_trial_024.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,1069.7934069633484,None,,,,,,,,,,,,,,,,,,,,,,,,,,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1149.5160131454468,None,1149.4990784406662,1151.547662973404,Sie holte ihre Einkäufe aus dem Korb.,holte,1150.897647356987,1153.414430141449,1153.7977792978286,None,1166.0986921548842,1167.1151471138,1167.5151929855347,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_000.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1170.5829949378967,None,1170.5662779092788,1172.5821080207825,Ich habe die Zitrone in Scheiben geschnitten.,geschnitten,1171.9654292821883,None,1174.8989171743392,None,1187.166306233406,None,1188.5829529762268,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_001.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1191.6498711109161,None,1191.617384624481,1193.6498770713806,"Zur Not kann ich noch was kochen, aber ich würde lieber im Restaurant essen",kochen,1192.999844288826,1197.0167210102081,1197.4000792264937,None,1208.2006242036819,None,1209.6174170970917,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_002.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1212.701555967331,None,1212.6684879541397,1214.7013471126556,"Ich habe probiert, ihn zu überreden, aber er will nicht uns gehen. ",probiert,1214.0510351419448,1217.7345230579376,1218.117820239067,None,1229.251668190956,1230.268450975418,1230.6684849262238,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_003.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1233.735433101654,None,1233.7029265880583,1235.7354230880737,Warum antwortest du nicht auf meine Frage?,antwortest,1235.1187603235244,None,1238.2189042329787,None,1250.3197061777114,None,1251.736268043518,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_004.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1254.7703909873962,None,1254.7373525619505,1256.7698550224304,Sie brauchen ein ärztliches Zeugnis.,brauchen,1256.1203682184218,None,1258.9532191514968,1259.9700229167938,1271.320962166786,None,1272.7373750209808,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_005.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1275.8042850494385,None,1275.7884818792343,1277.8042809963226,Der Vogel flog zurück zu seinem Nest.,flog,1277.187599158287,None,1280.0210752248763,None,1292.3550762891768,None,1293.7717940807343,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_006.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1296.8559391498566,None,1296.8228937864303,1298.8553929328918,Bitte zerstören Sie nicht die Natur!,zerstören,1298.2053632497787,1300.4888079166412,1300.9055092096328,None,1313.4061851263045,1314.4230089187622,1314.82293009758,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_007.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1317.8897359371185,None,1317.8573617458342,1319.889816045761,Im Nil schwimmen heilige Krokodile.,schwimmen,1319.2731272935866,1321.756595134735,1322.139984345436,None,1334.4739591836928,None,1335.8907070159912,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_008.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1338.9251010417938,None,1338.9084178686142,1340.9243910312653,Wir haben einige sehr schöne Orte besucht.,besucht,1340.3075682878493,1342.991289138794,1343.3744263410567,1344.3911290168762,1355.5083722829818,None,1356.9252099990845,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_009.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1359.9927871227264,None,1359.9762169599533,1361.9920411109924,Bitte schließ die Tür!,schließ,1361.3753351926803,1362.7920920848846,1363.175452208519,None,1376.5761441946029,None,1377.9929101467133,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_010.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1381.0436310768127,None,1381.010555911064,1383.0431430339813,"Da Mark gestern sehr spät aufgestanden ist, wird er heute nicht früh aufstehen.",aufstehen,1382.3931731939315,None,1387.4600722551345,1388.476755142212,1397.5939161539077,None,1399.0106401443481,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_011.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
0,0,0,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1402.079260110855,None,1402.0618919610977,1404.1109309196472,Ihre Kinder liegen noch im Bett.,liegen,1403.4609031438827,None,1405.794358229637,None,1418.6617052316665,None,1420.0784559249878,None,./data/Subject_05/Session_00/Exp_data/2020_Jul_06_1107/rec_QA_run_00_block_001_trial_012.wav,,,,05,00,English,B1,True,False,True,False,False,True,True,True,True,True,True,True,No,No,No,No,No,No,2020_Jul_06_1107,nibs_stage_1,3.2.3,59.9923334382241,
