run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,RS_intro_title.started,RS_intro_title.stopped,RS_intro_text.text,RS_intro_text.started,RS_intro_text.stopped,RS_intro_audio.started,RS_intro_audio.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
1,0,1,0,0,0,0,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,724.6948418617249,None,724.695272898674,726.6946449279785,Bananen können wir in der Obstabteilung finden.,finden,726.0780096769333,728.9949200153351,729.4115586996079,None,741.2787476301194,None,742.6789028644562,743.6791088581085,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_010.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,745.729975938797,None,745.7298488378525,747.7291519641876,Die alte Zimmerdecke muss man renovieren.,renovieren,747.1124706983567,749.5791819095612,749.9958756685257,750.9959988594055,762.3134437322617,None,763.7136058807373,764.7134239673615,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_011.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,766.7805969715118,None,766.7474912643434,768.7469608783722,Ich koche die Kartoffeln für die Kartoffelsuppe.,koche,768.1469035863877,None,771.34708173275,772.3471269607544,783.3475976705552,None,784.7477550506592,785.7475860118866,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_012.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,787.7981879711151,None,787.7816533088685,789.781172990799,Sein Versprechen klingt glaubwürdig.,klingt,789.1811185598374,791.4479429721832,791.8649917364121,None,804.3820296049118,None,805.7987658977509,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_013.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,14,0,14,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,808.8324790000916,None,808.8161143302918,810.8155920505524,Der Verletzte braucht dringend einen Arzt zu besuchen.,besuchen,810.1988955259324,813.282429933548,813.6990645647049,None,825.399692606926,None,826.7997748851776,827.7998180389404,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_014.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,15,0,15,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,829.8505909442902,None,829.8338853359223,831.8333370685577,"Araber lieben es, auf den Märkten zu handeln.",handeln,831.2334235429764,834.0668148994446,834.4501527071,None,846.4342115640641,847.4342038631439,847.8343999385834,848.8342700004578,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_015.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,16,0,16,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,850.8844048976898,None,850.8683372974397,852.8678450584412,Er hat seine Katze oft mit Fisch gefüttert.,gefüttert,852.2510946512223,854.7178819179535,855.1345546960831,856.1346089839935,867.4520977258683,None,868.8523280620575,869.852136850357,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_016.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,17,0,17,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,871.9359910488129,None,871.9196452140809,873.9190819263458,Das iPhone wurde von Kalifornien entworfen und in China hergestellt. ,hergestellt,873.3191147565842,877.7195439338684,878.1193345308304,None,888.5198636770249,None,889.9199829101562,890.9200339317322,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_017.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,18,0,18,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,892.9534380435944,None,892.9374285459519,894.9369039535522,Jeder Topf kommt mit seinen Deckel beim Einkaufen.,kommt,894.3204406023026,897.2203209400177,897.6370087385178,None,909.5210135698319,None,910.9210760593414,911.9211039543152,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_018.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,19,0,19,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,913.9719309806824,None,913.9551435232163,915.9545359611511,"Die Suppe wird nicht so heiß gegessen, wie sie gekocht wird.",gegessen,915.3545857191086,None,919.071508717537,None,930.538724732399,None,931.9387929439545,932.9387629032135,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_019.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,20,0,20,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,935.0230128765106,None,935.0062608480454,937.0057370662689,"Ausländische Studenten, die wenig Geld haben, brauchen ein Stipendium.",brauchen,936.3890255212784,940.8394129276276,941.2392886400223,None,951.5898407220841,None,952.9898409843445,953.9899590015411,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_020.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,21,0,21,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,956.056834936142,None,956.0406853199006,958.0401499271393,Die Polizei sammelte alle verfügbaren Informationen.,sammelte,957.4234436273575,None,961.5236716985703,962.5236618518829,972.6242247343064,None,974.0243608951569,975.0243880748749,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_021.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,22,0,22,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,977.1080980300903,None,977.0920729398728,979.0911839008331,Du musst die Verantwortung für deine Taten übernehmen.,übernehmen,978.4745705842972,981.458114862442,981.8747597455979,None,993.6754906892777,None,995.0754680633545,996.0754978656769,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_022.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,23,0,23,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,998.1259870529175,None,998.1095651626588,1000.1090829372406,Können Sie die Kleidung des Täters beschreiben?,beschreiben,999.509067606926,None,1002.3758366823197,None,1014.7098077058793,None,1016.1098880767822,1017.1100358963013,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_023.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,24,0,24,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1019.1600589752197,None,1019.1441031932832,1021.1433680057526,Im Mittelalter öffnete das erste Kaufhaus in Europa.,öffnete,1020.5435326814652,1024.1269359588623,1024.5269757032395,None,1035.7276147127152,None,1037.1275570392609,1038.127718925476,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_000_trial_024.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,1041.1943788528442,None,,,,,,,,,,,,,,,,,,,,,,,,,,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1056.0950908660889,None,1056.0793974876403,1058.0787148475647,Ich kann in meiner Badewanne duschen.,duschen,1057.4617305517197,1059.5119969844818,1059.9289077043534,1060.9290628433228,1072.6628196954728,None,1074.0629370212555,1075.062954902649,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_000.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1077.196208000183,None,1077.1805479049683,1079.1796190738678,"Ich benutze mein Handy, um Textnachrichten zu senden.",senden,1078.5628367185593,1082.0629999637604,1082.47971470356,None,1093.7638357400895,None,1095.1638689041138,1096.1638488769531,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_001.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1098.247447013855,None,1098.214504146576,1100.2139689922333,Das neue Teammitglied wurde über die Situation informiert.,informiert,1099.6140335321427,1103.2808618545532,1103.6975856542588,1104.6976499557495,1114.8147285699845,None,1116.2149829864502,1117.2150280475616,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_002.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,3,0,3,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1119.2656738758087,None,1119.2490953445435,1121.248389005661,Das Schloss liegt innerhalb der Stadtmauern.,liegt,1120.6317866563797,1123.0318999290466,1123.44860060215,None,1135.8493357419968,None,1137.2660639286041,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_003.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,4,0,4,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1140.3161878585815,None,1140.3001121520997,1142.3163340091705,Als ein vertrauenswürdiger Mann hält Sam immer sein Versprechen.,hält,1141.6996415376664,1145.4830858707428,1145.8664265394211,1146.8831338882446,1156.900251698494,None,1158.317097902298,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_004.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,5,0,5,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1161.3840429782867,None,1161.3677749395372,1163.3842470645905,Die Medien und Reporter sollten die Wahrheit berichten.,berichten,1162.7340105295182,None,1166.2341626405716,None,1177.934779715538,1178.9514968395233,1179.3515050411224,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_005.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,6,0,6,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1182.4019138813019,None,1182.3855661392213,1184.4017760753632,Die Reparatur wird um ein hundert Euro kosten.,kosten,1183.7850907564164,None,1187.0519257307053,1188.0686419010162,1198.9858797311783,None,1200.4026160240173,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_006.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,7,0,7,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1203.4699890613556,None,1203.4367813110352,1205.4695489406586,Viele Indianer leben in Reservaten.,leben,1204.8528545618058,1207.6029019355774,1207.986345601082,None,1220.0536125421525,None,1221.4703788757324,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_007.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,8,0,8,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1224.4874739646912,None,1224.471257352829,1226.4872319698334,Die Sonne brennt im Sommer auf der Haut.,brennt,1225.870612692833,None,1228.537419629097,1229.5541489124298,1241.071418595314,None,1242.4881439208984,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_008.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,9,0,9,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1245.5554509162903,None,1245.5223783493043,1247.5550649166107,"Entschuldigung, können Sie mir ein Taxi rufen?",rufen,1246.9383717298508,None,1250.1052156209946,None,1262.1392055273056,1263.1559209823608,1263.5559730529785,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_009.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1266.5729949474335,None,1266.556703233719,1268.5728359222412,Die Näherin hat ein Kleid für den Abschlussball genäht.,genäht,1267.956131529808,1271.0732278823853,1271.4563465833664,1272.4730460643768,1283.1569455385209,1284.1736578941345,1284.573683977127,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_010.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1287.6243689060211,None,1287.6077951431275,1289.6239550113678,Die schwarze Wolken werden Regen bringen.,bringen,1289.0072437047959,None,1291.7741337537766,1292.7907638549805,1304.207951617241,None,1305.624783039093,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_011.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1308.6752738952637,None,1308.6589013576508,1310.6750328540802,Die Kinder haben sich wegen eines Spielzeugs gequält und gestritten.,gestritten,1310.058337521553,None,1314.425209593773,None,1325.2591045618058,None,1326.675894021988,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_012.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
1,0,1,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,,,,,,,,,,,Listen to the question and speak out your answer!,1329.743350982666,None,1329.7100962638856,1331.7427968978882,Im botanischen Garten kann mann wir exotische Pflanzen sehen.,sehen,1331.1261125326157,None,1335.2596755743027,None,1346.3269196271897,None,1347.7436518669128,None,./data/Subject_04/Session_00/Exp_data/2020_Jul_04_1554/rec_QA_run_01_block_001_trial_013.wav,04,00,Norwegian,B1,True,False,True,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_04_1554,nibs_stage_1,3.2.3,59.95777243143023,
