run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,Pause_cont.started,Pause_cont.stopped,QA_intro_title.started,QA_intro_title.stopped,QA_intro_text.text,QA_intro_text.started,QA_intro_text.stopped,QA_intro_audio.started,QA_intro_audio.stopped,QA_intro_cont.started,QA_intro_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Artifact_within,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
0,0,0,0,1,0,1,0,10,0,10,0,,,,,,,,,,,,Listen to the question and speak out your answer!,328.1077308654785,None,328.0899291276932,330.0910520553589,Wir haben den Empfang der Sendung bestätigt.,bestätigt,329.47444026470185,331.9746959209442,332.39105622768403,None,344.67507617473603,None,346.0752890110016,347.0755159854889,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_010.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,11,0,11,0,,,,,,,,,,,,Listen to the question and speak out your answer!,349.158931016922,None,349.141023182869,351.1421949863434,An unserem Baum hängen viele reife Birnen,hängen,350.52541415691377,353.3423089981079,353.75901119709016,354.75905084609985,365.7267650842667,None,367.12637400627136,368.12642884254456,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_011.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,12,0,12,0,,,,,,,,,,,,Listen to the question and speak out your answer!,370.19401001930237,None,370.19238116741184,372.1931128501892,Ihre Freundlichkeit gab mir ein Gefühl von Sicherheit.,gab,371.5766822576523,None,375.1931781053543,None,386.7772120714188,387.77728390693665,388.17731189727783,389.1774568557739,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_012.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,13,0,13,0,,,,,,,,,,,,Listen to the question and speak out your answer!,391.227490901947,None,391.2265370130539,393.2275700569153,"Das Essen riecht so gut, was kochst du heute?",kochst,392.6108721971512,None,395.79435222148896,None,407.8117031335831,None,409.2118618488312,410.21203804016113,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_013.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,14,0,14,0,,,,,,,,,,,,Listen to the question and speak out your answer!,412.29525685310364,None,412.2775991201401,414.2792010307312,Die Katzen jagen Mäuse.,jagen,413.66192309856416,None,415.84548513889314,None,428.8630930662155,None,430.26289987564087,431.27969193458557,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_014.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,15,0,15,0,,,,,,,,,,,,Listen to the question and speak out your answer!,433.3470299243927,None,433.3287720918656,435.3298809528351,Du musst die Verantwortung für deine Taten übernehmen.,übernehmen,434.7298132658005,437.7302579879761,438.11333124637605,None,449.93060319423677,None,451.3308119773865,452.3308460712433,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_015.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,16,0,16,0,,,,,,,,,,,,Listen to the question and speak out your answer!,454.39768290519714,None,454.3799262285233,456.38098096847534,"Das verstehe ich nicht, was meinst du damit?",meinst,455.7641672372818,458.4312288761139,458.8477660894394,None,470.9654132604599,None,472.3655560016632,473.3653688430786,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_016.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,17,0,17,0,,,,,,,,,,,,Listen to the question and speak out your answer!,475.4495530128479,None,475.43122007846836,477.4322998523712,Josi hat letzte Nacht nur wenig Schlaf gefunden.,gefunden,476.8156751871109,479.81579399108887,480.2157131910324,None,492.01637523174287,None,493.4165029525757,494.41654801368713,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_017.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,18,0,18,0,,,,,,,,,,,,Listen to the question and speak out your answer!,496.48354601860046,None,496.46562817096714,498.46675992012024,"Mutters Einkäufe sind so schwer, deshalb bittet sie Jon, die Tasche zu tragen.",tragen,497.8503591299057,None,503.0670041322708,504.06698989868164,513.0508682012558,None,514.4511699676514,515.467689037323,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_018.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,19,0,19,0,,,,,,,,,,,,Listen to the question and speak out your answer!,517.5346319675446,None,517.516769194603,519.5178978443146,Auf einer CD sind der Musik oder gesprochener Text gespeichert.,gespeichert,518.9011852025985,None,523.3014151334762,524.3016729354858,534.1019961118698,None,535.5021250247955,536.5021698474884,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_019.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,20,0,20,0,,,,,,,,,,,,Listen to the question and speak out your answer!,538.5858068466187,None,538.5679071187973,540.5690579414368,Ich gratuliere dir zum Bestehen dieser schwierigen Prüfung.,gratuliere,539.9524101495742,543.4025979042053,543.8025020837783,None,555.1531271219253,None,556.5533199310303,557.553258895874,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_020.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,21,0,21,0,,,,,,,,,,,,Listen to the question and speak out your answer!,559.6369938850403,None,559.6190181016922,561.6201598644257,Sie besichtigen die Sehenswürdigkeiten.,besichtigen,561.0036522626876,563.4369640350342,563.8535892248153,564.853569984436,576.2042481184005,577.2042238712311,577.6042490005493,578.6044309139252,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_021.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,22,0,22,0,,,,,,,,,,,,Listen to the question and speak out your answer!,580.7043809890747,None,580.6701421976089,582.6713809967041,"Solange es regnet, bleiben wir hier.",bleiben,582.0712391614913,584.338073015213,584.7379700422287,585.7381410598755,597.2720641374588,598.2721009254456,598.6721370220184,599.672199010849,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_022.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,23,0,23,0,,,,,,,,,,,,Listen to the question and speak out your answer!,601.7396030426025,None,601.721279168129,603.7223279476166,"Ich habe mich bei einem Kurs angemeldet, um Deutsch zu lernen.",angemeldet,603.1057092428207,606.6059348583221,607.0059081792831,608.0059628486633,618.3068300962448,None,619.7065989971161,620.7066519260406,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_023.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
0,0,0,0,1,0,1,0,24,0,24,0,,,,,,,,,,,,Listen to the question and speak out your answer!,622.7740969657898,None,622.7557338237762,624.7565569877625,Persönliche Daten sollen geheim bleiben.,bleiben,624.1565982580184,None,627.0069581747055,None,639.3578061342239,None,640.7577888965607,641.7577979564667,./data/Subject_07/Session_03/Exp_data/2020_Jul_26_1656/rec_QA_run_00_block_001_trial_024.wav,07,03,English,B1,True,False,True,False,False,False,True,False,True,True,True,True,No,0,No,1,No,No,2020_Jul_26_1656,nibs_stage_1,3.2.3,59.92659024698996,
