run.thisRepN,run.thisTrialN,run.thisN,run.thisIndex,QA_block.thisRepN,QA_block.thisTrialN,QA_block.thisN,QA_block.thisIndex,QA_trial.thisRepN,QA_trial.thisTrialN,QA_trial.thisN,QA_trial.thisIndex,fade_in_text.text,fade_in_text.started,fade_in_text.stopped,RS_rec_text.text,RS_rec_text.started,RS_rec_text.stopped,Pause_cont.started,Pause_cont.stopped,QA_rec_text.text,QA_rec_text.started,QA_rec_text.stopped,QA_rec_beep_hint.started,QA_rec_beep_hint.stopped,QA_rec_question.sen_text,QA_rec_question.cen_text,QA_rec_question.started,QA_rec_question.stopped,QA_rec_beep_start.started,QA_rec_beep_start.stopped,QA_rec_beep_end.started,QA_rec_beep_end.stopped,QA_rec_break.started,QA_rec_break.stopped,filename,participant,session,First language,German level,Full_screen,Instruction,Intro,Artifact,Cali_pre,Fade_in_out,Resting_State,QA,Pause,Cali_post,End,Breakpoint_Cali_pre_trial,Breakpoint_Run,Breakpoint_RS_block,Breakpoint_QA_block,Breakpoint_QA_trial,Breakpoint_Cali_post_trial,date,expName,psychopyVersion,frameRate,
1,0,1,0,0,0,0,0,21,0,21,0,,,,,,,,,Listen to the question and speak out your answer!,905.1323571205139,None,905.1167108535766,907.165666103363,Der frühe Vogel kann den Wurm fangen.,fangen,906.5154811382293,908.8322620391846,909.2156950473785,None,921.7163979053497,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_000_trial_021.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,0,0,0,0,22,0,22,0,,,,,,,,,Listen to the question and speak out your answer!,925.1164290904999,None,925.101213979721,927.1498830318451,"Wenn eine Erkältung hat, kann mann niesen oder husten.",husten,926.500033044815,929.7833659648895,930.1669019699096,None,941.7006660938263,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_000_trial_022.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,0,0,0,0,23,0,23,0,,,,,,,,,Listen to the question and speak out your answer!,945.118057012558,None,945.0854669094085,947.117702960968,Die Taxifahrer sollten während Mitternacht nicht hupen.,hupen,946.5009171009063,None,950.0345200538635,None,961.7018989562988,962.7185211181641,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_000_trial_023.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,0,0,0,0,24,0,24,0,,,,,,,,,Listen to the question and speak out your answer!,965.1022889614105,None,965.0867178916931,967.1354010105133,Einige Eltern haben ihren Töchtern rosa Kleider gekauft.,gekauft,966.4853810310364,970.035462141037,970.4190479755401,971.4356269836426,981.6862119674682,982.702987909317,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_000_trial_024.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,0,0,0,0,,,,,,,,,,,986.1197440624237,None,,,,,,,,,,,,,,,,,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,0,0,0,0,,,,,,,,,Listen to the question and speak out your answer!,1010.6881821155548,None,1010.6728388309479,1012.7211449146271,Das Fleisch wurde über dem offenen Feuer gegrillt.,gegrillt,1012.0711130142212,None,1015.4713140964508,1016.4879019260406,1027.2718450069428,None,1028.6884880065918,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_000.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,1,0,1,0,,,,,,,,,Listen to the question and speak out your answer!,1030.739856004715,None,1030.72320394516,1032.772215127945,"Ich habe mich bei einem Kurs angemeldet, um Deutsch zu lernen.",angemeldet,1032.122183942795,1035.6389939785004,1036.0223969459535,None,1047.323082113266,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_001.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,2,0,2,0,,,,,,,,,Listen to the question and speak out your answer!,1050.7400341033936,None,1050.7079978466036,1052.7401230335236,Lisa kann schon mit großen Zahlen rechnen.,rechnen,1052.1234349250794,None,1055.1569310665132,1056.1736419200897,1067.3242789745332,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_002.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,3,0,3,0,,,,,,,,,Listen to the question and speak out your answer!,1070.7583589553833,None,1070.7423840522767,1072.7911760807037,"Wenn das Klima immer wärmer wird, werden auch die Gletscher schmelzen.",schmelzen,1072.141173028946,1075.9246981143951,1076.3080500602723,1077.324744939804,1087.341999912262,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_003.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,4,0,4,0,,,,,,,,,Listen to the question and speak out your answer!,1090.7418839931488,None,1090.71011800766,1092.7422530651093,"Um Omeltte zu machen, werde ich die Eier verrühren und dann braten.",braten,1092.1255640029908,1096.0090820789337,1096.3924249649049,None,1107.3094350337983,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_004.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,5,0,5,0,,,,,,,,,Listen to the question and speak out your answer!,1110.7100689411163,None,1110.677755022049,1112.7099590301514,Susi isst zum Frühstück gerne ein weiches Ei.,isst,1112.0599440574647,1115.0767741203308,1115.4935060977937,1116.5100059509277,1127.260857963562,None,1128.6772401332855,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_005.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,6,0,6,0,,,,,,,,,Listen to the question and speak out your answer!,1130.728157043457,None,1130.6952780723573,1132.7275009155273,"Der Fischer musste das Netz einziehen, ohne etwas gefangen zu haben.",einziehen,1132.0775100231172,None,1136.3776649475099,1137.3943529129028,1147.2782601356507,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_006.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,7,0,7,0,,,,,,,,,Listen to the question and speak out your answer!,1150.7292869091034,None,1150.7131740570069,1152.761939048767,Das Herz kann Blut durch den Körper pumpen.,pumpen,1152.111965084076,None,1155.14538397789,None,1167.3127321243287,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_007.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,8,0,8,0,,,,,,,,,Listen to the question and speak out your answer!,1170.7294731140137,None,1170.6975059986116,1172.7295889854431,Er verwendet einen Bleistift auf der Wand zu malen.,malen,1172.1129049301148,1175.1297919750214,1175.5131539344789,None,1187.3137129783631,1188.3304810523987,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_008.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,9,0,9,0,,,,,,,,,Listen to the question and speak out your answer!,1190.731416940689,None,1190.715151977539,1192.7641379833221,"Melanie sieht so schlecht, sie braucht eine Brille.",braucht,1192.1139449119569,1195.0643451213837,1195.4142290592195,None,1207.3147500991822,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_009.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,10,0,10,0,,,,,,,,,Listen to the question and speak out your answer!,1210.7150149345398,None,1210.683047914505,1212.7149391174316,Mein Freund führt ein erfolgreiches Geschäft.,führt,1212.0983199119569,None,1215.198504114151,None,1227.2991360664369,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_010.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,11,0,11,0,,,,,,,,,Listen to the question and speak out your answer!,1230.7327589988708,None,1230.7005800247193,1232.732654094696,Er heißt tatsächlich Alexander doch alle nennen ihn Alex.,nennen,1232.0826450824738,None,1235.9496239662171,None,1247.2836929798127,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_011.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,12,0,12,0,,,,,,,,,Listen to the question and speak out your answer!,1250.7349019050598,None,1250.7182309150696,1252.7670710086823,Ihre Kinder liegen noch im Bett.,liegen,1252.1170720100404,None,1254.4505011081696,None,1267.317932033539,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_012.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,13,0,13,0,,,,,,,,,Listen to the question and speak out your answer!,1270.7354049682617,None,1270.7027130603792,1272.7350380420685,Er legte das Messer und die Gabel neben den Teller.,legte,1272.118234062195,1275.2016699314117,1275.5849639415742,None,1287.3190089702607,1288.3356311321259,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_013.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,14,0,14,0,,,,,,,,,Listen to the question and speak out your answer!,1290.7360799312592,None,1290.703778076172,1292.7359890937805,"Ich nehme lieber den Bus, da gibt es nicht so viele Haltestellen.",gibt,1292.1192149162293,1296.1027829647064,1296.4861251354218,None,1307.3199681282044,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_014.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,15,0,15,0,,,,,,,,,Listen to the question and speak out your answer!,1310.7542209625244,None,1310.7381130218507,1312.7869219779968,Wir haben auf der Konferenz einige grundlegende Fragen zum Klimaschutz diskutiert.,diskutiert,1312.1369730472566,None,1317.6039470672608,None,1327.3377820491792,1328.354497909546,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_015.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,16,0,16,0,,,,,,,,,Listen to the question and speak out your answer!,1330.7395949363708,None,1330.7059689998628,1332.7380130290985,Vor dem Supermarkt kann man auf einer großen Fläche parken. ,parken,1332.0881051063539,None,1335.9882301330567,None,1347.289032125473,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_016.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,17,0,17,0,,,,,,,,,Listen to the question and speak out your answer!,1350.7401249408722,None,1350.7071679115297,1352.7401559352875,"Er lief so schnell, dass ich kaum mit ihm Schritt halten konnte.",lief,1352.1224259376527,None,1355.9893161296845,None,1367.3235141277314,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_017.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,18,0,18,0,,,,,,,,,Listen to the question and speak out your answer!,1370.740786075592,None,1370.7249919891358,1372.7739989757538,Für dieses Produkt wird keine technische Unterstützung mehr angeboten.,angeboten,1372.1236649990083,1376.27397108078,1376.657329940796,1377.6740391254425,1387.3245820045472,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_018.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
1,0,1,0,1,0,1,0,19,0,19,0,,,,,,,,,Listen to the question and speak out your answer!,1390.7254300117493,None,1390.6926678657533,1392.7248589992523,"Ich habe den Knopf gedrückt, um die Kaffeemaschine einzuschalten.",gedrückt,1392.0748170852662,None,1396.241717004776,None,1407.2755979537965,None,None,None,./data/Subject_01/Session_00/Exp_data/2020_Jul_01_1510/rec_QA_run_01_block_001_trial_019.wav,01,00,English,A2,True,False,False,False,False,True,True,True,True,True,True,No,1,No,No,No,No,2020_Jul_01_1510,nibs_stage_1,3.2.3,59.99765405290969,
